Item,Answer resnet50,Answer densenet121,Answer efficientnet_b0,Answer vgg16,Answer mobilenet_v3_large,Answer alexnet,Answer clip_vit_g_14_laion2b,True Label
n01484850\cartoon_16.jpg,great white shark,hammerhead,hammerhead,great white shark,hammerhead,hammerhead,n03255030,n01484850
n01484850\cartoon_2.jpg,comic book,comic book,comic book,comic book,comic book,book jacket,n03223299,n01484850
n01484850\cartoon_3.jpg,envelope,web site,web site,envelope,comic book,binder,n03255030,n01484850
n01484850\cartoon_4.jpg,comic book,comic book,comic book,pitcher,comic book,comic book,n03223299,n01484850
n01484850\cartoon_5.jpg,mask,pinwheel,can opener,mortarboard,pinwheel,mortarboard,n03197337,n01484850
n01484850\cartoon_6.jpg,envelope,rubber eraser,shower curtain,sea slug,shower curtain,cardigan,n07753275,n01484850
n01484850\cartoon_7.jpg,envelope,quill,nematode,chambered nautilus,book jacket,safety pin,n03223299,n01484850
n01484850\cartoon_8.jpg,comic book,comic book,comic book,comic book,comic book,comic book,n02111129,n01484850
n01484850\cartoon_9.jpg,comic book,hair slide,hammerhead,piggy bank,comic book,sunglass,n03223299,n01484850
n01484850\deviantart_0.jpg,tiger shark,coho,bathtub,bathtub,bathtub,bathtub,n03218198,n01484850
n01484850\deviantart_1.jpg,tiger shark,tiger shark,tiger shark,tiger shark,tiger shark,tiger shark,n12985857,n01484850
n01484850\deviantart_10.jpg,comic book,triceratops,isopod,isopod,comic book,disk brake,n12985857,n01484850
n01484850\deviantart_11.jpg,great white shark,great white shark,great white shark,great white shark,great white shark,great white shark,n12985857,n01484850
n01484850\deviantart_12.jpg,great white shark,great white shark,great white shark,great white shark,great white shark,tiger shark,n12985857,n01484850
n01484850\deviantart_13.jpg,grey whale,great white shark,great white shark,grey whale,grey whale,tiger shark,n03223299,n01484850
n01484850\deviantart_14.jpg,tiger shark,tiger shark,dugong,scuba diver,tiger shark,hippopotamus,n03000134,n01484850
n01484850\deviantart_15.jpg,sturgeon,letter opener,whiptail,cleaver,matchstick,syringe,n02233338,n01484850
n01484850\deviantart_16.jpg,great white shark,great white shark,great white shark,great white shark,great white shark,great white shark,n12985857,n01484850
n01484850\deviantart_17.jpg,mask,mask,mask,mask,mask,oxygen mask,n03000134,n01484850
n01484850\deviantart_18.jpg,great white shark,great white shark,tiger shark,great white shark,great white shark,great white shark,n12985857,n01484850
n01484850\deviantart_19.jpg,great white shark,great white shark,great white shark,great white shark,great white shark,tiger shark,n12998815,n01484850
n01484850\deviantart_2.jpg,tiger shark,tiger shark,tiger shark,tiger shark,tiger shark,tiger shark,n12985857,n01484850
n01484850\deviantart_20.jpg,comic book,Band Aid,comic book,comic book,comic book,packet,n03000134,n01484850
n01484850\deviantart_21.jpg,tiger shark,tiger shark,tiger shark,tiger shark,hammerhead,tiger shark,n12768682,n01484850
n01484850\deviantart_22.jpg,ocarina,jigsaw puzzle,comic book,comic book,comic book,jigsaw puzzle,n03450230,n01484850
n01484850\deviantart_23.jpg,crash helmet,crash helmet,comic book,crash helmet,shower cap,backpack,n10148035,n01484850
n01484850\deviantart_24.jpg,bathing cap,hair slide,mask,crash helmet,mask,bathing cap,n03255030,n01484850
n01484850\deviantart_25.jpg,killer whale,crash helmet,hair slide,snorkel,quill,quill,n03255030,n01484850
n01484850\deviantart_3.jpg,hammerhead,hair slide,hammerhead,hair slide,sea slug,running shoe,n03255030,n01484850
n01484850\deviantart_4.jpg,hammerhead,hammerhead,triceratops,triceratops,hammerhead,triceratops,n02111129,n01484850
n01484850\deviantart_5.jpg,tiger shark,tiger shark,hammerhead,tiger shark,tiger shark,tiger shark,n12768682,n01484850
n01484850\deviantart_6.jpg,tiger shark,tiger shark,tiger shark,tiger shark,tiger shark,tiger shark,n12620546,n01484850
n01484850\deviantart_7.jpg,great white shark,electric ray,tiger shark,banded gecko,hammerhead,barrow,n12620546,n01484850
n01484850\deviantart_8.jpg,tiger shark,tiger shark,tiger shark,tiger shark,tiger shark,hippopotamus,n03000134,n01484850
n01484850\deviantart_9.jpg,great white shark,dugong,snorkel,tiger shark,tiger shark,anemone fish,n04507155,n01484850
n01484850\graffiti_0.jpg,killer whale,coho,comic book,great white shark,killer whale,shopping basket,n04070727,n01484850
n01484850\graffiti_1.jpg,tobacco shop,window screen,tobacco shop,window screen,window shade,prayer rug,n02500267,n01484850
n01484850\graphic_0.jpg,tiger shark,sturgeon,hammerhead,scuba diver,hammerhead,cannon,n03000134,n01484850
n01484850\graphic_1.jpg,great white shark,television,projectile,great white shark,great white shark,spotlight,n04525305,n01484850
n01484850\graphic_2.jpg,iron,letter opener,iron,airship,airship,flagpole,n03197337,n01484850
n01484850\graphic_3.jpg,great white shark,great white shark,great white shark,great white shark,great white shark,great white shark,n03223299,n01484850
n01484850\misc_0.jpg,great white shark,great white shark,great white shark,submarine,chainlink fence,great white shark,n04311174,n01484850
n01484850\misc_1.jpg,great white shark,drum,caldron,Model T,spotlight,Model T,n02111129,n01484850
n01484850\misc_10.jpg,teddy,teddy,teddy,bow tie,teddy,African grey,n03223299,n01484850
n01484850\misc_11.jpg,great white shark,axolotl,great white shark,cheeseburger,great white shark,car mirror,n13054560,n01484850
n01484850\misc_12.jpg,great white shark,great white shark,great white shark,projectile,great white shark,African grey,n12267677,n01484850
n01484850\misc_13.jpg,hammerhead,tiger shark,hammerhead,hammerhead,hammerhead,grand piano,n02125311,n01484850
n01484850\misc_2.jpg,tiger shark,tiger shark,tiger shark,tiger shark,tiger shark,tiger shark,n04311174,n01484850
n01484850\misc_3.jpg,great white shark,piggy bank,tiger shark,piggy bank,ocarina,piggy bank,n03223299,n01484850
n01484850\misc_4.jpg,great white shark,iron,tiger shark,ocarina,hammerhead,syringe,n03223299,n01484850
n01484850\misc_5.jpg,pencil box,mask,vase,mask,knee pad,cowboy hat,n03223299,n01484850
n01484850\misc_6.jpg,great white shark,tiger shark,great white shark,bathing cap,great white shark,tiger shark,n02233338,n01484850
n01484850\misc_7.jpg,hammerhead,hammerhead,hammerhead,great white shark,hammerhead,hammerhead,n04311174,n01484850
n01484850\misc_8.jpg,handkerchief,handkerchief,diaper,handkerchief,Christmas stocking,electric guitar,n02701002,n01484850
n01484850\misc_9.jpg,teddy,armadillo,teddy,armadillo,teddy,African grey,n03223299,n01484850
n01484850\origami_0.jpg,plastic bag,wall clock,plastic bag,plastic bag,plastic bag,pinwheel,n02037110,n01484850
n01484850\origami_1.jpg,electric ray,plastic bag,plastic bag,quill,quill,electric ray,n03000247,n01484850
n01484850\origami_2.jpg,tiger shark,tiger shark,umbrella,stingray,great white shark,electric ray,n12267677,n01484850
n01484850\origami_3.jpg,hammerhead,plastic bag,paper towel,brassiere,paper towel,whippet,n03733131,n01484850
n01484850\origami_4.jpg,chainlink fence,window screen,harvestman,plastic bag,chainlink fence,harvestman,n03000134,n01484850
n01484850\origami_5.jpg,great white shark,hammerhead,hammerhead,tiger shark,hammerhead,tiger shark,n04525305,n01484850
n01484850\origami_6.jpg,hammerhead,pinwheel,hammerhead,hammerhead,paper towel,hammerhead,n12267677,n01484850
n01484850\origami_7.jpg,warplane,warplane,warplane,warplane,warplane,airliner,n04507155,n01484850
n01484850\painting_0.jpg,packet,plastic bag,alp,plastic bag,plastic bag,shopping cart,n02018207,n01484850
n01484850\painting_1.jpg,tiger shark,tiger shark,tiger shark,tiger shark,tiger shark,tiger shark,n12985857,n01484850
n01484850\painting_10.jpg,apron,Granny Smith,handkerchief,apron,apron,street sign,n03223299,n01484850
n01484850\painting_11.jpg,tiger shark,tiger shark,tiger shark,tiger shark,tiger shark,puffer,n03255030,n01484850
n01484850\painting_12.jpg,great white shark,tiger shark,tiger shark,hammerhead,tiger shark,mortarboard,n12985857,n01484850
n01484850\painting_13.jpg,great white shark,great white shark,tiger shark,tiger shark,hammerhead,hammerhead,n12985857,n01484850
n01484850\painting_14.jpg,killer whale,ocarina,mask,mask,tiger shark,chambered nautilus,n03223299,n01484850
n01484850\painting_15.jpg,paper towel,plastic bag,diaper,triceratops,quilt,bassinet,n07579787,n01484850
n01484850\painting_16.jpg,shoji,home theater,tray,book jacket,book jacket,tray,n03197337,n01484850
n01484850\painting_17.jpg,cleaver,cleaver,cleaver,plastic bag,envelope,envelope,n02233338,n01484850
n01484850\painting_18.jpg,great white shark,great white shark,great white shark,great white shark,great white shark,great white shark,n03223299,n01484850
n01484850\painting_19.jpg,great white shark,ashcan,sarong,guillotine,punching bag,altar,n02321529,n01484850
n01484850\painting_2.jpg,great white shark,great white shark,great white shark,great white shark,great white shark,great white shark,n04525305,n01484850
n01484850\painting_20.jpg,paintbrush,zucchini,envelope,toilet tissue,envelope,envelope,n07875152,n01484850
n01484850\painting_21.jpg,albatross,pelican,vulture,plastic bag,albatross,American egret,n12985857,n01484850
n01484850\painting_22.jpg,tiger shark,tiger shark,tiger shark,tiger shark,hammerhead,tiger shark,n12267677,n01484850
n01484850\painting_23.jpg,killer whale,plastic bag,wreck,coral reef,snorkel,grey whale,n12267677,n01484850
n01484850\painting_24.jpg,book jacket,screen,safety pin,electric ray,coral reef,monitor,n02701002,n01484850
n01484850\painting_25.jpg,great white shark,piggy bank,tiger shark,great white shark,tiger shark,water bottle,n03223299,n01484850
n01484850\painting_26.jpg,book jacket,book jacket,book jacket,book jacket,book jacket,mosquito net,n03223299,n01484850
n01484850\painting_27.jpg,shower curtain,monitor,cash machine,binder,monitor,screen,n03000134,n01484850
n01484850\painting_3.jpg,mask,ski mask,mask,mask,ski mask,mask,n02233338,n01484850
n01484850\painting_4.jpg,tiger shark,tiger shark,tiger shark,tiger shark,tiger shark,tiger shark,n03223299,n01484850
n01484850\painting_5.jpg,great white shark,great white shark,great white shark,great white shark,carousel,steel drum,n12267677,n01484850
n01484850\painting_6.jpg,tiger shark,tiger shark,killer whale,great white shark,killer whale,Weimaraner,n12267677,n01484850
n01484850\painting_7.jpg,totem pole,ashcan,crash helmet,bobsled,ashcan,folding chair,n03272010,n01484850
n01484850\painting_8.jpg,great white shark,apron,bib,jersey,bathing cap,mask,n13040303,n01484850
n01484850\painting_9.jpg,sundial,cassette,comic book,sundial,sundial,manhole cover,n07583066,n01484850
n01484850\sculpture_0.jpg,great white shark,piggy bank,lampshade,piggy bank,piggy bank,isopod,n03733131,n01484850
n01484850\sculpture_1.jpg,great white shark,great white shark,great white shark,tiger shark,great white shark,hammerhead,n13133613,n01484850
n01484850\sculpture_2.jpg,hammerhead,solar dish,tile roof,thatch,tile roof,bell cote,n12985857,n01484850
n01484850\sculpture_3.jpg,candle,pencil sharpener,candle,sombrero,pencil sharpener,Christmas stocking,n04311174,n01484850
n01484850\sculpture_4.jpg,tiger shark,hummingbird,mortar,conch,mortar,mortar,n12267677,n01484850
n01484850\sculpture_5.jpg,pole,worm fence,frilled lizard,megalith,geyser,kite,n02509815,n01484850
n01484850\sculpture_6.jpg,warplane,warplane,quill,warplane,pinwheel,crane bird,n12267677,n01484850
n01484850\sketch_0.jpg,quill,nematode,oscilloscope,harvestman,nematode,harvestman,n12620546,n01484850
n01484850\sketch_1.jpg,barracouta,tiger shark,trilobite,cowboy boot,cowboy boot,cowboy boot,n12267677,n01484850
n01484850\sketch_10.jpg,tiger shark,corkscrew,corkscrew,ladle,corkscrew,corkscrew,n12985857,n01484850
n01484850\sketch_11.jpg,great white shark,great white shark,great white shark,great white shark,tiger shark,plastic bag,n12620546,n01484850
n01484850\sketch_12.jpg,mask,mouse,ocarina,harvestman,ocarina,harvestman,n03424325,n01484850
n01484850\sketch_13.jpg,barracouta,cockroach,hammerhead,quill,hammerhead,running shoe,n12267677,n01484850
n01484850\sketch_14.jpg,hook,corkscrew,quill,quill,corkscrew,corkscrew,n13040303,n01484850
n01484850\sketch_15.jpg,hook,ladle,strainer,spotlight,strainer,strainer,n13040303,n01484850
n01484850\sketch_16.jpg,handkerchief,flatworm,jersey,isopod,quill,strainer,n12267677,n01484850
n01484850\sketch_17.jpg,comic book,corkscrew,triceratops,jellyfish,ladle,disk brake,n03000134,n01484850
n01484850\sketch_18.jpg,can opener,corkscrew,safety pin,radio telescope,folding chair,corkscrew,n13040303,n01484850
n01484850\sketch_19.jpg,barracouta,barracouta,hammerhead,triceratops,hammerhead,warplane,n12267677,n01484850
n01484850\sketch_2.jpg,tiger shark,tiger shark,tiger shark,tiger shark,tiger shark,hammerhead,n12267677,n01484850
n01484850\sketch_20.jpg,great white shark,great white shark,tiger shark,tiger shark,tiger shark,corkscrew,n04507155,n01484850
n01484850\sketch_21.jpg,nipple,thimble,nematode,isopod,nematode,perfume,n12267677,n01484850
n01484850\sketch_22.jpg,hair slide,great white shark,tiger shark,sunglass,scorpion,folding chair,n12985857,n01484850
n01484850\sketch_3.jpg,great white shark,great white shark,great white shark,great white shark,great white shark,can opener,n03223299,n01484850
n01484850\sketch_4.jpg,envelope,microphone,rubber eraser,mouse,envelope,safety pin,n03223299,n01484850
n01484850\sketch_5.jpg,pillow,cleaver,hammerhead,walking stick,hook,walking stick,n03000134,n01484850
n01484850\sketch_6.jpg,hook,red wine,hook,harvestman,nematode,corkscrew,n03255030,n01484850
n01484850\sketch_7.jpg,great white shark,strainer,great white shark,brassiere,ladle,corkscrew,n12620546,n01484850
n01484850\sketch_8.jpg,barracouta,corkscrew,nematode,quill,oxygen mask,corkscrew,n12267677,n01484850
n01484850\sketch_9.jpg,great white shark,great white shark,great white shark,great white shark,great white shark,great white shark,n12985857,n01484850
n01484850\tattoo_0.jpg,scorpion,rugby ball,punching bag,boa constrictor,sandal,boa constrictor,n03673027,n01484850
n01484850\tattoo_1.jpg,great white shark,cowboy boot,punching bag,sleeping bag,plastic bag,mask,n03673027,n01484850
n01484850\tattoo_10.jpg,abaya,pick,velvet,sweatshirt,toilet seat,maillot tank suit,n11879895,n01484850
n01484850\tattoo_11.jpg,whiskey jug,Band Aid,Band Aid,Band Aid,Band Aid,Band Aid,n02233338,n01484850
n01484850\tattoo_12.jpg,great white shark,Band Aid,bikini,great white shark,mask,Band Aid,n02133161,n01484850
n01484850\tattoo_13.jpg,organ,shower curtain,shower curtain,shower curtain,sarong,vestment,n03272010,n01484850
n01484850\tattoo_14.jpg,great white shark,ocarina,ocarina,mask,mask,spindle,n03223299,n01484850
n01484850\tattoo_15.jpg,mask,neck brace,oxygen mask,Band Aid,ski mask,candle,n13133613,n01484850
n01484850\tattoo_16.jpg,cowboy boot,cowboy boot,cowboy boot,comic book,shower curtain,cowboy boot,n02133161,n01484850
n01484850\tattoo_17.jpg,pitcher,mask,Band Aid,Band Aid,pitcher,trilobite,n03197337,n01484850
n01484850\tattoo_18.jpg,Band Aid,butternut squash,butternut squash,butternut squash,butternut squash,vase,n04200800,n01484850
n01484850\tattoo_19.jpg,whiskey jug,swimming trunks,jersey,mask,swimming trunks,piggy bank,n03662601,n01484850
n01484850\tattoo_2.jpg,Band Aid,Band Aid,Band Aid,Band Aid,bath towel,spindle,n02321529,n01484850
n01484850\tattoo_20.jpg,coho,book jacket,book jacket,rhinoceros beetle,book jacket,shower cap,n12267677,n01484850
n01484850\tattoo_21.jpg,coho,reel,coho,bathing cap,binoculars,snorkel,n10148035,n01484850
n01484850\tattoo_22.jpg,paddle,clog,ski,clog,lampshade,clog,n09472597,n01484850
n01484850\tattoo_23.jpg,book jacket,scorpion,pick,tiger shark,pick,scorpion,n07583066,n01484850
n01484850\tattoo_24.jpg,cowboy boot,cowboy boot,cowboy boot,cowboy boot,cowboy boot,cowboy boot,n03197337,n01484850
n01484850\tattoo_25.jpg,lotion,sarong,diaper,Band Aid,bath towel,diaper,n04200800,n01484850
n01484850\tattoo_26.jpg,envelope,envelope,envelope,envelope,envelope,lampshade,n03733131,n01484850
n01484850\tattoo_27.jpg,book jacket,terrapin,book jacket,sea lion,book jacket,shield,n12267677,n01484850
n01484850\tattoo_28.jpg,pillow,pillow,tiger shark,zebra,book jacket,cup,n02167151,n01484850
n01484850\tattoo_29.jpg,tiger shark,speedboat,plate rack,chambered nautilus,quilt,monitor,n07753275,n01484850
n01484850\tattoo_3.jpg,vase,vase,vase,vase,vase,sarong,n03272010,n01484850
n01484850\tattoo_30.jpg,gong,punching bag,kimono,sombrero,slot,pajama,n10148035,n01484850
n01484850\tattoo_31.jpg,comic book,mask,comic book,comic book,centipede,French horn,n03127925,n01484850
n01484850\tattoo_4.jpg,Band Aid,cowboy boot,Band Aid,Band Aid,Band Aid,soap dispenser,n03272010,n01484850
n01484850\tattoo_5.jpg,pitcher,crash helmet,pitcher,pitcher,pitcher,shower cap,n02233338,n01484850
n01484850\tattoo_6.jpg,cowboy boot,sarong,shower curtain,kimono,sarong,pajama,n03272010,n01484850
n01484850\tattoo_7.jpg,stretcher,running shoe,Band Aid,Band Aid,Band Aid,Band Aid,n02233338,n01484850
n01484850\tattoo_8.jpg,clog,Loafer,Loafer,Loafer,Loafer,sandal,n07715103,n01484850
n01484850\tattoo_9.jpg,vase,Band Aid,cockroach,Band Aid,Band Aid,brassiere,n01532829,n01484850
n01484850\toy_0.jpg,triceratops,triceratops,teddy,axolotl,teddy,sulphur-crested cockatoo,n04507155,n01484850
n01484850\toy_1.jpg,teddy,teddy,teddy,triceratops,teddy,bow tie,n04532106,n01484850
n01484850\toy_10.jpg,ocarina,ocarina,teapot,piggy bank,piggy bank,piggy bank,n03223299,n01484850
n01484850\toy_11.jpg,triceratops,triceratops,teddy,triceratops,teddy,triceratops,n04311174,n01484850
n01484850\toy_12.jpg,hammerhead,hammerhead,hammerhead,piggy bank,hammerhead,carton,n03733131,n01484850
n01484850\toy_13.jpg,great white shark,great white shark,great white shark,stupa,great white shark,spiny lobster,n04311174,n01484850
n01484850\toy_14.jpg,ocarina,loupe,oxygen mask,ocarina,mask,sunglasses,n02111129,n01484850
n01484850\toy_2.jpg,hammerhead,hammerhead,hammerhead,can opener,hammerhead,hammerhead,n02037110,n01484850
n01484850\toy_3.jpg,mitten,mitten,wool,sea cucumber,mitten,Kerry blue terrier,n02526121,n01484850
n01484850\toy_4.jpg,toyshop,toyshop,toyshop,toyshop,toyshop,toyshop,n04532106,n01484850
n01484850\toy_5.jpg,great white shark,axolotl,great white shark,tub,tub,dough,n02125311,n01484850
n01484850\toy_6.jpg,tiger shark,tiger shark,hammerhead,hammerhead,hammerhead,hammerhead,n03223299,n01484850
n01484850\toy_7.jpg,baseball,rugby ball,baseball,rugby ball,mask,mask,n02321529,n01484850
n01484850\toy_8.jpg,great white shark,hammerhead,great white shark,tiger shark,hammerhead,killer whale,n03223299,n01484850
n01484850\toy_9.jpg,great white shark,teddy,African grey,mask,African grey,African grey,n03223299,n01484850
n01484850\videogame_0.jpg,great white shark,great white shark,great white shark,great white shark,great white shark,tiger shark,n02233338,n01484850
n01484850\videogame_1.jpg,otter,otter,great white shark,great white shark,gar,gar,n03733131,n01484850
