Item,Answer resnet50,Answer densenet121,Answer efficientnet_b0,Answer vgg16,Answer mobilenet_v3_large,Answer alexnet,Answer google/vit-base-patch16-224-in21k,True Label
n01484850\tattoo_8.jpg,502,630,630,630,630,774,1,n01484850
n01484850\tattoo_9.jpg,883,419,314,419,419,459,1,n01484850
n01484850\toy_0.jpg,51,51,850,29,850,89,1,n01484850
n01484850\toy_1.jpg,850,850,850,51,850,457,0,n01484850
n01484850\toy_10.jpg,684,684,849,719,719,719,1,n01484850
n01484850\toy_11.jpg,51,51,850,51,850,51,1,n01484850
n01484850\toy_12.jpg,4,4,4,719,4,478,1,n01484850
n01484850\toy_13.jpg,2,2,2,832,2,123,1,n01484850
n01484850\toy_14.jpg,684,633,691,684,643,837,1,n01484850
n01484850\toy_2.jpg,4,4,4,473,4,4,1,n01484850
n01484850\toy_3.jpg,658,658,911,329,658,183,0,n01484850
n01484850\toy_4.jpg,865,865,865,865,865,865,1,n01484850
n01484850\toy_5.jpg,2,29,2,876,876,961,1,n01484850
n01484850\toy_6.jpg,3,3,4,4,4,4,1,n01484850
n01484850\toy_7.jpg,429,768,429,768,643,643,1,n01484850
n01484850\toy_8.jpg,2,4,2,3,4,148,1,n01484850
n01484850\toy_9.jpg,2,850,87,643,87,87,0,n01484850
n01484850\videogame_0.jpg,2,2,2,2,2,3,1,n01484850
n01484850\videogame_1.jpg,360,360,2,2,395,395,1,n01484850
n01484850\videogame_10.jpg,148,433,2,2,3,3,1,n01484850
n01484850\videogame_11.jpg,2,148,148,148,148,803,0,n01484850
n01484850\videogame_12.jpg,4,3,2,5,5,5,1,n01484850
n01484850\videogame_2.jpg,684,518,518,723,518,545,1,n01484850
n01484850\videogame_3.jpg,3,2,3,3,2,2,1,n01484850
n01484850\videogame_4.jpg,461,394,576,399,594,399,1,n01484850
n01484850\videogame_5.jpg,2,394,2,2,4,129,1,n01484850
n01484850\videogame_6.jpg,2,686,3,481,680,507,1,n01484850
n01484850\videogame_7.jpg,150,3,3,3,3,3,0,n01484850
n01484850\videogame_8.jpg,3,3,3,983,3,983,0,n01484850
n01484850\videogame_9.jpg,3,2,2,2,2,2,0,n01484850
n01494475\cartoon_0.jpg,917,917,443,917,917,691,1,n01494475
n01494475\deviantart_0.jpg,584,584,623,584,584,488,1,n01494475
n01494475\deviantart_1.jpg,461,584,917,917,112,512,1,n01494475
n01494475\deviantart_10.jpg,917,917,562,917,708,983,1,n01494475
n01494475\deviantart_2.jpg,4,725,4,4,4,4,0,n01494475
n01494475\deviantart_3.jpg,451,584,51,114,51,71,1,n01494475
n01494475\deviantart_4.jpg,549,611,591,549,611,549,1,n01494475
n01494475\deviantart_5.jpg,467,212,112,467,216,212,1,n01494475
n01494475\deviantart_6.jpg,917,4,643,570,5,367,1,n01494475
n01494475\deviantart_7.jpg,917,917,917,917,917,917,1,n01494475
n01494475\deviantart_8.jpg,4,4,4,4,4,4,1,n01494475
n01494475\deviantart_9.jpg,740,491,491,409,491,740,0,n01494475
n01494475\misc_0.jpg,4,4,4,895,4,4,1,n01494475
n01494475\misc_1.jpg,722,419,419,610,610,71,0,n01494475
n01494475\misc_10.jpg,658,658,850,658,658,806,1,n01494475
n01494475\misc_100.jpg,4,4,4,3,4,505,0,n01494475
n01494475\misc_101.jpg,684,419,419,419,419,643,0,n01494475
n01494475\misc_102.jpg,51,850,850,457,850,4,1,n01494475
n01494475\misc_103.jpg,849,473,971,836,971,896,1,n01494475
n01494475\misc_104.jpg,917,584,917,679,636,443,1,n01494475
n01494475\misc_105.jpg,591,591,591,591,549,591,0,n01494475
n01494475\misc_106.jpg,47,51,51,47,51,51,1,n01494475
n01494475\misc_107.jpg,34,47,327,591,327,267,0,n01494475
n01494475\misc_108.jpg,921,921,921,917,921,692,1,n01494475
n01494475\misc_109.jpg,419,514,608,597,883,655,0,n01494475
n01494475\misc_11.jpg,4,890,999,999,478,845,0,n01494475
n01494475\misc_110.jpg,883,883,883,883,883,883,0,n01494475
n01494475\misc_111.jpg,4,4,4,4,730,4,1,n01494475
n01494475\misc_112.jpg,399,887,917,610,620,399,1,n01494475
n01494475\misc_113.jpg,611,983,65,58,65,103,0,n01494475
n01494475\misc_114.jpg,4,851,310,549,549,549,1,n01494475
n01494475\misc_115.jpg,4,4,917,344,4,2,1,n01494475
n01494475\misc_116.jpg,4,728,917,565,819,107,1,n01494475
n01494475\misc_117.jpg,4,4,171,4,4,494,1,n01494475
n01494475\misc_118.jpg,433,643,419,610,610,490,1,n01494475
n01494475\misc_119.jpg,684,389,774,921,921,71,1,n01494475
n01494475\misc_12.jpg,921,921,921,38,549,921,1,n01494475
n01494475\misc_120.jpg,666,542,419,563,883,709,1,n01494475
n01494475\misc_121.jpg,611,611,611,611,767,767,1,n01494475
n01494475\misc_122.jpg,419,71,921,679,459,71,0,n01494475
n01494475\misc_123.jpg,849,584,643,606,443,560,1,n01494475
n01494475\misc_124.jpg,499,822,774,655,655,748,0,n01494475
n01494475\misc_125.jpg,917,921,917,921,921,868,1,n01494475
n01494475\misc_126.jpg,569,569,569,569,569,603,1,n01494475
n01494475\misc_127.jpg,4,610,4,669,851,818,1,n01494475
n01494475\misc_128.jpg,774,921,787,61,917,61,1,n01494475
n01494475\misc_129.jpg,327,38,327,42,850,307,1,n01494475
n01494475\misc_13.jpg,584,626,419,419,929,585,0,n01494475
n01494475\misc_130.jpg,4,4,4,4,4,512,0,n01494475
n01494475\misc_131.jpg,539,769,539,767,539,539,1,n01494475
n01494475\misc_132.jpg,921,921,921,38,549,921,1,n01494475
n01494475\misc_133.jpg,4,4,4,4,4,486,1,n01494475
n01494475\misc_134.jpg,865,51,719,937,937,944,0,n01494475
n01494475\misc_135.jpg,917,917,917,611,917,917,1,n01494475
n01494475\misc_136.jpg,459,419,629,459,402,459,1,n01494475
n01494475\misc_137.jpg,51,51,616,643,616,111,1,n01494475
n01494475\misc_138.jpg,684,327,5,587,34,457,1,n01494475
n01494475\misc_139.jpg,4,4,4,51,4,556,0,n01494475
n01494475\misc_14.jpg,419,434,419,419,434,433,0,n01494475
n01494475\misc_140.jpg,4,4,4,4,4,512,1,n01494475
n01494475\misc_141.jpg,883,514,883,883,883,883,0,n01494475
n01494475\misc_142.jpg,917,611,611,917,611,917,1,n01494475
n01494475\misc_143.jpg,600,565,892,600,892,700,1,n01494475
n01494475\misc_144.jpg,4,777,34,34,34,597,1,n01494475
n01494475\misc_145.jpg,464,667,917,721,610,709,0,n01494475
n01494475\misc_146.jpg,675,675,675,675,867,565,0,n01494475
n01494475\misc_147.jpg,611,611,917,611,917,917,1,n01494475
n01494475\misc_15.jpg,395,627,880,523,880,594,1,n01494475
n01494475\misc_16.jpg,883,774,597,419,597,774,0,n01494475
n01494475\misc_17.jpg,849,849,849,849,849,849,1,n01494475
n01494475\misc_18.jpg,907,907,419,921,610,674,0,n01494475
n01494475\misc_19.jpg,773,883,883,883,773,631,1,n01494475
n01494475\misc_2.jpg,3,34,34,50,34,584,0,n01494475
n01494475\misc_20.jpg,917,917,917,643,917,917,0,n01494475
n01494475\misc_21.jpg,917,611,707,917,611,750,0,n01494475
n01494475\misc_22.jpg,600,902,600,600,600,902,1,n01494475
n01494475\misc_23.jpg,4,4,4,2,4,532,1,n01494475
n01494475\misc_24.jpg,868,4,868,6,4,3,1,n01494475
n01494475\misc_25.jpg,4,750,4,710,750,842,1,n01494475
n01494475\misc_26.jpg,865,719,865,496,850,865,1,n01494475
n01494475\misc_27.jpg,514,514,514,514,514,514,0,n01494475
n01494475\misc_28.jpg,4,4,84,908,723,706,1,n01494475
n01494475\misc_29.jpg,4,4,837,728,4,4,1,n01494475
n01494475\misc_3.jpg,3,4,38,4,908,845,1,n01494475
n01494475\misc_30.jpg,591,692,591,921,549,916,1,n01494475
n01494475\misc_31.jpg,4,596,171,921,921,597,1,n01494475
n01494475\misc_32.jpg,4,4,4,3,3,2,0,n01494475
n01494475\misc_33.jpg,562,708,708,460,562,978,0,n01494475
n01494475\misc_34.jpg,549,549,723,549,549,868,0,n01494475
n01494475\misc_35.jpg,917,917,917,917,917,545,1,n01494475
n01494475\misc_36.jpg,4,4,4,4,4,146,1,n01494475
n01494475\misc_37.jpg,313,478,313,478,868,478,1,n01494475
n01494475\misc_38.jpg,596,611,512,611,611,613,1,n01494475
n01494475\misc_39.jpg,917,917,917,917,917,917,1,n01494475
n01494475\misc_4.jpg,917,774,600,917,584,774,0,n01494475
n01494475\misc_40.jpg,861,443,443,892,443,443,1,n01494475
n01494475\misc_41.jpg,514,514,514,643,610,433,1,n01494475
n01494475\misc_42.jpg,921,868,868,868,412,921,1,n01494475
n01494475\misc_43.jpg,4,4,4,4,4,4,1,n01494475
n01494475\misc_44.jpg,750,831,831,700,831,606,1,n01494475
n01494475\misc_45.jpg,883,514,883,725,725,684,0,n01494475
n01494475\misc_46.jpg,883,433,838,433,433,529,1,n01494475
n01494475\misc_47.jpg,419,419,419,419,419,774,0,n01494475
n01494475\misc_48.jpg,921,921,917,921,917,93,1,n01494475
n01494475\misc_49.jpg,746,893,893,921,464,721,0,n01494475
n01494475\misc_5.jpg,917,917,917,917,917,836,1,n01494475
n01494475\misc_50.jpg,4,4,4,4,4,4,0,n01494475
n01494475\misc_51.jpg,917,917,4,4,4,892,0,n01494475
n01494475\misc_52.jpg,942,514,514,883,514,934,0,n01494475
n01494475\misc_53.jpg,850,865,850,103,850,760,1,n01494475
n01494475\misc_54.jpg,433,515,433,836,679,843,1,n01494475
n01494475\misc_55.jpg,178,245,245,245,245,797,1,n01494475
n01494475\misc_56.jpg,504,419,419,514,883,643,1,n01494475
n01494475\misc_57.jpg,921,313,313,313,892,921,1,n01494475
n01494475\misc_58.jpg,921,917,518,917,868,563,0,n01494475
n01494475\misc_59.jpg,32,616,616,749,600,797,1,n01494475
n01494475\misc_6.jpg,4,4,4,3,4,111,0,n01494475
n01494475\misc_60.jpg,788,788,770,774,463,788,1,n01494475
n01494475\misc_61.jpg,917,917,306,916,921,921,1,n01494475
n01494475\misc_62.jpg,824,728,591,591,721,725,0,n01494475
n01494475\misc_63.jpg,4,476,917,794,917,459,1,n01494475
n01494475\misc_64.jpg,835,835,835,835,835,835,0,n01494475
n01494475\misc_65.jpg,4,4,4,4,4,4,1,n01494475
n01494475\misc_66.jpg,504,419,464,419,514,774,0,n01494475
n01494475\misc_67.jpg,917,709,921,611,917,3,0,n01494475
n01494475\misc_68.jpg,730,4,146,730,792,730,0,n01494475
n01494475\misc_69.jpg,626,419,643,464,619,643,1,n01494475
n01494475\misc_7.jpg,917,917,917,917,917,517,1,n01494475
n01494475\misc_70.jpg,744,456,727,51,587,382,1,n01494475
n01494475\misc_71.jpg,851,697,882,806,882,882,1,n01494475
n01494475\misc_72.jpg,51,51,51,51,51,470,0,n01494475
n01494475\misc_73.jpg,600,451,111,749,111,714,1,n01494475
n01494475\misc_74.jpg,330,419,110,419,591,419,0,n01494475
n01494475\misc_75.jpg,4,4,381,4,765,512,0,n01494475
n01494475\misc_76.jpg,961,996,112,947,932,112,1,n01494475
n01494475\misc_77.jpg,4,3,4,5,146,146,1,n01494475
n01494475\misc_78.jpg,419,419,419,419,419,419,0,n01494475
n01494475\misc_79.jpg,4,403,468,908,403,817,1,n01494475
n01494475\misc_8.jpg,885,885,110,885,885,921,1,n01494475
n01494475\misc_80.jpg,4,51,458,787,562,51,1,n01494475
n01494475\misc_81.jpg,917,512,4,512,917,146,1,n01494475
n01494475\misc_82.jpg,51,114,643,643,643,419,1,n01494475
n01494475\misc_83.jpg,504,692,999,504,721,504,0,n01494475
n01494475\misc_84.jpg,4,744,744,21,895,21,0,n01494475
n01494475\misc_85.jpg,921,549,549,549,549,549,0,n01494475
n01494475\misc_86.jpg,4,4,4,4,51,512,1,n01494475
n01494475\misc_87.jpg,620,620,620,620,620,620,1,n01494475
n01494475\misc_88.jpg,611,611,406,406,611,794,1,n01494475
n01494475\misc_89.jpg,801,111,111,749,749,840,1,n01494475
n01494475\misc_9.jpg,787,893,741,741,741,69,0,n01494475
n01494475\misc_90.jpg,917,611,917,917,917,917,1,n01494475
n01494475\misc_91.jpg,644,644,644,885,644,782,1,n01494475
n01494475\misc_92.jpg,412,917,123,917,118,514,1,n01494475
n01494475\misc_93.jpg,789,514,753,643,789,917,0,n01494475
n01494475\misc_94.jpg,744,744,744,517,706,449,0,n01494475
n01494475\misc_95.jpg,4,4,4,4,4,4,1,n01494475
n01494475\misc_96.jpg,643,389,51,71,71,71,0,n01494475
n01494475\misc_97.jpg,591,591,591,591,591,591,1,n01494475
n01494475\misc_98.jpg,885,692,868,3,149,1,1,n01494475
n01494475\misc_99.jpg,4,93,89,132,489,733,1,n01494475
n01494475\sketch_0.jpg,549,549,111,111,111,673,1,n01494475
n01494475\sketch_1.jpg,4,4,4,4,4,4,1,n01494475
n01494475\sketch_10.jpg,4,389,4,4,4,749,0,n01494475
n01494475\sketch_11.jpg,4,4,4,4,4,4,1,n01494475
n01494475\sketch_12.jpg,4,4,4,4,4,680,1,n01494475
n01494475\sketch_13.jpg,749,749,21,749,128,512,1,n01494475
n01494475\sketch_14.jpg,389,389,4,389,111,559,0,n01494475
n01494475\sketch_15.jpg,111,111,600,70,111,70,1,n01494475
n01494475\sketch_16.jpg,3,4,4,312,71,71,0,n01494475
n01494475\sketch_17.jpg,600,836,4,5,4,828,1,n01494475
n01494475\sketch_18.jpg,4,4,4,4,4,516,1,n01494475
n01494475\sketch_19.jpg,700,966,111,111,600,828,1,n01494475
n01494475\sketch_2.jpg,112,51,51,51,677,772,0,n01494475
n01494475\sketch_20.jpg,4,4,4,4,4,134,0,n01494475
n01494475\sketch_21.jpg,4,4,4,4,4,526,1,n01494475
n01494475\sketch_22.jpg,600,600,600,600,111,549,0,n01494475
n01494475\sketch_23.jpg,4,4,4,4,4,680,1,n01494475
n01494475\sketch_3.jpg,549,611,549,107,111,488,0,n01494475
n01494475\sketch_4.jpg,51,4,4,51,51,512,0,n01494475
n01494475\sketch_5.jpg,549,549,549,549,111,549,1,n01494475
n01494475\sketch_6.jpg,700,549,4,512,600,512,1,n01494475
n01494475\sketch_7.jpg,4,51,4,51,51,43,0,n01494475
n01494475\sketch_8.jpg,584,596,111,777,777,512,1,n01494475
n01494475\sketch_9.jpg,700,549,767,611,600,679,0,n01494475
n01494475\videogame_0.jpg,419,700,473,710,473,710,0,n01494475
n01494475\videogame_1.jpg,4,4,4,4,4,895,1,n01494475
n01494475\videogame_2.jpg,413,413,413,783,413,413,1,n01494475
n01494475\videogame_3.jpg,906,834,834,400,834,834,1,n01494475
n01494475\videogame_4.jpg,395,395,4,395,4,4,1,n01494475
n01494475\videogame_5.jpg,4,4,4,4,4,3,1,n01494475
n01498041\art_0.jpg,111,111,65,65,52,52,1,n01498041
n01498041\art_1.jpg,879,846,894,723,723,723,1,n01498041
n01498041\art_2.jpg,6,6,6,149,6,149,0,n01498041
n01498041\art_3.jpg,6,6,6,4,4,435,0,n01498041
n01498041\art_4.jpg,917,626,921,921,921,458,0,n01498041
n01498041\cartoon_0.jpg,921,868,917,446,921,765,1,n01498041
n01498041\cartoon_1.jpg,5,591,879,5,879,545,0,n01498041
n01498041\cartoon_10.jpg,892,787,787,892,714,892,0,n01498041
n01498041\cartoon_11.jpg,111,111,111,111,111,600,1,n01498041
n01498041\cartoon_12.jpg,512,600,107,600,107,701,0,n01498041
n01498041\cartoon_13.jpg,723,723,879,879,749,723,0,n01498041
n01498041\cartoon_14.jpg,700,549,539,921,549,692,1,n01498041
n01498041\cartoon_15.jpg,721,721,556,111,111,679,0,n01498041
n01498041\cartoon_16.jpg,549,549,549,549,549,835,0,n01498041
n01498041\cartoon_17.jpg,892,892,892,714,892,804,1,n01498041
n01498041\cartoon_18.jpg,549,549,549,549,549,549,0,n01498041
n01498041\cartoon_2.jpg,893,921,921,921,539,921,1,n01498041
n01498041\cartoon_3.jpg,6,917,917,643,917,801,1,n01498041
n01498041\cartoon_4.jpg,546,546,512,823,512,673,0,n01498041
n01498041\cartoon_5.jpg,419,916,692,917,916,419,0,n01498041
n01498041\cartoon_6.jpg,111,600,600,600,600,600,0,n01498041
n01498041\cartoon_7.jpg,997,502,611,611,611,968,0,n01498041
n01498041\cartoon_8.jpg,549,971,971,549,619,971,1,n01498041
n01498041\cartoon_9.jpg,917,684,643,433,917,917,1,n01498041
n01498041\deviantart_0.jpg,5,314,4,657,5,818,0,n01498041
n01498041\deviantart_1.jpg,47,112,451,514,584,679,0,n01498041
n01498041\deviantart_2.jpg,794,5,73,818,815,794,0,n01498041
n01498041\deviantart_3.jpg,115,115,584,719,684,719,1,n01498041
n01498041\deviantart_4.jpg,148,148,921,686,392,790,0,n01498041
n01498041\deviantart_5.jpg,684,684,512,600,684,512,1,n01498041
n01498041\deviantart_6.jpg,684,107,51,469,5,94,0,n01498041
n01498041\deviantart_7.jpg,392,0,5,392,392,331,1,n01498041
n01498041\deviantart_8.jpg,697,443,793,794,793,697,1,n01498041
n01498041\graphic_0.jpg,797,394,721,56,178,2,1,n01498041
n01498041\graphic_1.jpg,692,692,549,692,893,893,0,n01498041
n01498041\misc_0.jpg,6,845,4,696,6,263,0,n01498041
n01498041\misc_1.jpg,481,591,591,591,767,610,1,n01498041
n01498041\misc_2.jpg,921,921,549,921,549,549,1,n01498041
n01498041\misc_3.jpg,748,748,748,748,748,459,1,n01498041
n01498041\misc_4.jpg,728,549,5,728,793,529,0,n01498041
n01498041\origami_0.jpg,879,879,879,735,879,723,1,n01498041
n01498041\origami_1.jpg,529,529,457,710,714,673,0,n01498041
n01498041\origami_2.jpg,835,409,892,893,892,787,1,n01498041
n01498041\origami_3.jpg,793,841,452,841,643,841,0,n01498041
n01498041\origami_4.jpg,735,457,879,457,457,459,1,n01498041
n01498041\painting_0.jpg,549,549,549,549,549,844,1,n01498041
n01498041\painting_1.jpg,960,960,111,459,960,676,0,n01498041
n01498041\painting_2.jpg,741,556,741,611,741,564,0,n01498041
n01498041\painting_3.jpg,794,565,412,565,794,823,1,n01498041
n01498041\painting_4.jpg,6,6,6,6,6,841,0,n01498041
n01498041\painting_5.jpg,546,107,557,107,107,107,1,n01498041
n01498041\painting_6.jpg,5,5,5,6,6,714,0,n01498041
n01498041\painting_7.jpg,6,112,973,6,110,327,0,n01498041
n01498041\painting_8.jpg,684,611,518,700,549,611,0,n01498041
n01498041\painting_9.jpg,610,868,879,879,591,795,1,n01498041
n01498041\sculpture_0.jpg,643,112,6,728,971,696,0,n01498041
n01498041\sculpture_1.jpg,883,51,677,51,588,990,0,n01498041
n01498041\sculpture_2.jpg,727,727,750,525,750,669,1,n01498041
n01498041\sculpture_3.jpg,148,51,148,4,51,51,0,n01498041
n01498041\sculpture_4.jpg,684,584,112,4,112,94,1,n01498041
n01498041\sculpture_5.jpg,774,606,636,512,606,774,1,n01498041
n01498041\sketch_0.jpg,5,5,5,5,5,823,0,n01498041
n01498041\sketch_1.jpg,679,111,111,70,111,70,0,n01498041
n01498041\sketch_10.jpg,451,600,650,600,600,600,1,n01498041
n01498041\sketch_11.jpg,893,774,5,676,600,725,1,n01498041
n01498041\sketch_12.jpg,650,600,823,600,600,823,1,n01498041
n01498041\sketch_13.jpg,111,611,111,111,111,600,0,n01498041
n01498041\sketch_14.jpg,447,512,600,111,549,409,0,n01498041
n01498041\sketch_15.jpg,432,111,917,111,917,772,1,n01498041
n01498041\sketch_16.jpg,5,5,879,5,672,549,0,n01498041
n01498041\sketch_17.jpg,749,966,111,111,650,772,1,n01498041
n01498041\sketch_18.jpg,618,600,618,111,5,828,0,n01498041
n01498041\sketch_19.jpg,78,606,78,78,324,679,0,n01498041
n01498041\sketch_2.jpg,600,600,600,111,600,679,0,n01498041
n01498041\sketch_20.jpg,600,600,600,70,823,600,1,n01498041
n01498041\sketch_21.jpg,452,452,5,5,636,411,0,n01498041
n01498041\sketch_22.jpg,600,600,600,111,600,488,1,n01498041
n01498041\sketch_3.jpg,584,36,451,110,916,584,1,n01498041
n01498041\sketch_4.jpg,5,774,774,774,636,584,1,n01498041
n01498041\sketch_5.jpg,5,792,792,749,792,813,0,n01498041
n01498041\sketch_6.jpg,5,111,111,111,774,828,0,n01498041
n01498041\sketch_7.jpg,5,5,5,5,828,618,0,n01498041
n01498041\sketch_8.jpg,5,6,6,749,691,828,0,n01498041
n01498041\sketch_9.jpg,549,591,111,111,111,610,1,n01498041
n01498041\sticker_0.jpg,620,450,417,919,746,417,0,n01498041
n01498041\tattoo_0.jpg,679,679,679,679,679,774,0,n01498041
n01498041\tattoo_1.jpg,721,610,419,591,719,307,0,n01498041
n01498041\tattoo_10.jpg,549,502,430,502,281,841,0,n01498041
n01498041\tattoo_2.jpg,774,419,502,419,419,652,0,n01498041
n01498041\tattoo_3.jpg,774,539,774,774,774,630,1,n01498041
n01498041\tattoo_4.jpg,615,514,514,514,514,615,0,n01498041
n01498041\tattoo_5.jpg,638,638,842,445,638,445,1,n01498041
n01498041\tattoo_6.jpg,808,515,515,515,515,558,1,n01498041
n01498041\tattoo_7.jpg,842,842,842,842,842,842,1,n01498041
n01498041\tattoo_8.jpg,419,433,419,419,419,630,0,n01498041
n01498041\tattoo_9.jpg,737,440,720,720,631,610,0,n01498041
n01498041\toy_0.jpg,904,904,904,904,904,904,0,n01498041
n01498041\toy_1.jpg,584,684,719,684,684,333,0,n01498041
n01498041\toy_2.jpg,69,700,850,443,748,496,0,n01498041
n01498041\toy_3.jpg,911,684,748,748,600,502,1,n01498041
n01498041\toy_4.jpg,461,735,735,750,735,400,1,n01498041
n01498041\toy_5.jpg,6,6,6,6,6,6,0,n01498041
n01498041\videogame_0.jpg,916,473,549,473,549,606,1,n01498041
n01514859\art_0.jpg,51,51,51,51,51,863,1,n01514859
n01514859\art_1.jpg,8,38,83,80,38,321,1,n01514859
n01514859\art_2.jpg,549,921,7,749,921,921,1,n01514859
n01514859\art_3.jpg,708,835,562,835,835,787,1,n01514859
n01514859\art_4.jpg,8,8,8,84,7,34,0,n01514859
n01514859\art_5.jpg,658,741,458,539,539,458,1,n01514859
n01514859\art_6.jpg,868,591,893,893,893,591,0,n01514859
n01514859\art_7.jpg,414,529,636,414,414,721,0,n01514859
n01514859\art_8.jpg,539,917,921,917,921,917,0,n01514859
n01514859\cartoon_0.jpg,504,504,504,504,504,720,1,n01514859
n01514859\cartoon_1.jpg,917,917,917,917,917,917,1,n01514859
n01514859\cartoon_10.jpg,892,787,917,746,917,892,1,n01514859
n01514859\cartoon_11.jpg,917,917,549,917,549,917,0,n01514859
n01514859\cartoon_12.jpg,591,591,917,591,591,917,0,n01514859
n01514859\cartoon_13.jpg,7,7,8,83,8,212,1,n01514859
n01514859\cartoon_14.jpg,917,917,917,917,917,917,1,n01514859
n01514859\cartoon_15.jpg,496,496,496,496,496,868,1,n01514859
n01514859\cartoon_16.jpg,82,82,82,584,549,679,0,n01514859
n01514859\cartoon_17.jpg,412,921,521,917,917,921,1,n01514859
n01514859\cartoon_18.jpg,918,611,611,611,611,611,1,n01514859
n01514859\cartoon_19.jpg,709,917,917,917,607,711,0,n01514859
n01514859\cartoon_2.jpg,921,921,610,549,610,921,1,n01514859
n01514859\cartoon_20.jpg,868,868,868,611,868,443,1,n01514859
n01514859\cartoon_21.jpg,7,7,572,7,7,78,1,n01514859
n01514859\cartoon_22.jpg,549,868,917,917,504,917,0,n01514859
n01514859\cartoon_23.jpg,549,549,549,549,772,488,1,n01514859
n01514859\cartoon_24.jpg,452,455,452,455,641,455,0,n01514859
n01514859\cartoon_25.jpg,917,584,714,600,327,870,1,n01514859
n01514859\cartoon_26.jpg,549,772,892,892,879,709,0,n01514859
n01514859\cartoon_27.jpg,591,591,591,721,549,549,0,n01514859
n01514859\cartoon_28.jpg,111,966,572,549,107,488,0,n01514859
n01514859\cartoon_29.jpg,481,646,917,512,111,451,0,n01514859
n01514859\cartoon_3.jpg,451,566,643,684,725,966,0,n01514859
n01514859\cartoon_30.jpg,504,917,917,643,917,462,0,n01514859
n01514859\cartoon_31.jpg,506,117,340,917,650,917,1,n01514859
n01514859\cartoon_32.jpg,549,611,549,611,556,549,0,n01514859
n01514859\cartoon_33.jpg,917,917,917,917,917,417,0,n01514859
n01514859\cartoon_34.jpg,549,591,591,721,591,721,1,n01514859
n01514859\cartoon_35.jpg,591,591,591,591,591,868,0,n01514859
n01514859\cartoon_36.jpg,700,549,111,481,600,600,0,n01514859
n01514859\cartoon_37.jpg,600,549,549,549,600,828,1,n01514859
n01514859\cartoon_38.jpg,549,591,549,591,721,591,0,n01514859
n01514859\cartoon_4.jpg,917,916,917,916,549,486,1,n01514859
n01514859\cartoon_5.jpg,917,917,917,917,917,917,1,n01514859
n01514859\cartoon_6.jpg,549,917,917,611,917,611,1,n01514859
n01514859\cartoon_7.jpg,917,549,921,868,611,611,1,n01514859
n01514859\cartoon_8.jpg,541,584,541,443,443,723,1,n01514859
n01514859\cartoon_9.jpg,556,611,111,600,600,767,1,n01514859
n01514859\deviantart_0.jpg,8,8,8,86,8,988,0,n01514859
n01514859\deviantart_1.jpg,591,1,572,1,470,719,1,n01514859
n01514859\deviantart_10.jpg,902,615,902,502,902,529,1,n01514859
n01514859\deviantart_11.jpg,600,916,917,917,902,921,1,n01514859
n01514859\deviantart_12.jpg,883,709,883,883,968,529,0,n01514859
