Item,Answer_resnet18,Answer_resnet34,Answer_resnet50,Answer_resnet101,Answer_resnet152,Answer_densenet121,Answer_densenet161,Answer_densenet169,Answer_densenet201,Answer_efficientnet_b0,Answer_efficientnet_b1,Answer_efficientnet_b2,Answer_efficientnet_b3,Answer_efficientnet_b4,Answer_vgg11,Answer_vgg13,Answer_vgg16,Answer_vgg19,Answer_mobilenet_v2,Answer_mobilenet_v3_large,Answer_mobilenet_v3_small,Answer_alexnet,Answer_shufflenet_v2_x0_5,Answer_shufflenet_v2_x1_0,Answer_squeezenet1_0,Answer_squeezenet1_1,Answer_inception_v3,True Label
n01531178\0.000019_fountain _ fountain_0.75396997.jpg,lumbermill,patio,worm fence,solar dish,patio,solar dish,mobile home,greenhouse,lumbermill,greenhouse,patio,patio,lumbermill,greenhouse,mobile home,mobile home,solar dish,bubble,plate rack,bannister,patio,patio,patio,plate rack,mobile home,patio,patio,fountain 
n01531178\0.000033_sundial _ sundial_0.99005336.jpg,washbasin,pedestal,pedestal,pedestal,washbasin,pedestal,pedestal,washbasin,sundial,pedestal,sundial,pedestal,washbasin,washbasin,washbasin,washbasin,washbasin,washbasin,washbasin,washbasin,rain barrel,washbasin,washbasin,sundial,pedestal,washbasin,sundial,sundial 
n01531178\0.000036_lighthouse _ lighthouse_0.9377955.jpg,beacon,beacon,birdhouse,birdhouse,birdhouse,birdhouse,beacon,birdhouse,beacon,birdhouse,beacon,birdhouse,birdhouse,lakeside,apiary,apiary,birdhouse,birdhouse,birdhouse,boathouse,birdhouse,beacon,mailbox,birdhouse,beacon,beacon,birdhouse,lighthouse 
n01531178\0.000038_flagpole _ flagpole_0.99039465.jpg,flagpole,pole,pole,flagpole,flagpole,pole,crane,flagpole,flagpole,crane,vulture,pole,crane,flagpole,flagpole,pole,black stork,pole,flagpole,flagpole,safety pin,pole,pole,pole,black stork,pole,pole,flagpole 
n01531178\0.000075_tank _ tank_0.49134573.jpg,megalith,megalith,cannon,megalith,park bench,megalith,megalith,lumbermill,megalith,cannon,birdhouse,birdhouse,lumbermill,lumbermill,cannon,maze,cannon,cannon,worm fence,lumbermill,worm fence,worm fence,brass,stone wall,cannon,park bench,birdhouse,tank 
n01531178\0.000115_stingray _ stingray_0.37369752.jpg,leatherback turtle,leatherback turtle,quail,bustard,leatherback turtle,sandbar,sea lion,bustard,leatherback turtle,leatherback turtle,bustard,quail,redshank,bittern,leatherback turtle,bustard,bustard,bustard,bustard,quail,quail,bustard,sandbar,armadillo,bustard,bustard,leatherback turtle,stingray 
n01531178\0.000117_umbrella _ umbrella_0.5545263.jpg,mailbox,mailbox,mailbox,birdhouse,mailbox,folding chair,umbrella,birdhouse,mailbox,mailbox,umbrella,birdhouse,mailbox,birdhouse,umbrella,barrow,barrow,park bench,mortarboard,birdhouse,barrow,folding chair,umbrella,park bench,plow,park bench,birdhouse,umbrella 
n01531178\0.000144_cradle _ doormat_0.24561322.jpg,African chameleon,banded gecko,bucket,shopping basket,vine snake,potter's wheel,window screen,shopping basket,canoe,soap dispenser,window screen,washbasin,washbasin,solar dish,handkerchief,racket,bucket,shower curtain,bib,mixing bowl,bib,window screen,shopping basket,washbasin,theater curtain,fountain,bucket,cradle 
n01531178\0.000152_lighthouse _ lighthouse_0.64318764.jpg,bell cote,boathouse,crane,boathouse,birdhouse,boathouse,boathouse,birdhouse,boathouse,mobile home,birdhouse,birdhouse,birdhouse,boathouse,mobile home,mobile home,mobile home,birdhouse,church,boathouse,patio,cinema,church,church,birdhouse,cinema,flagpole,lighthouse 
n01531178\0.000153_sulphur-crested cockatoo _ sulphur-crested cockatoo_0.51298356.jpg,yurt,hatchet,birdhouse,bannister,bannister,yurt,yurt,yurt,bannister,bannister,chickadee,bannister,bannister,bannister,yurt,yurt,yurt,yurt,sulphur-crested cockatoo,yurt,bannister,sulphur-crested cockatoo,bannister,birdhouse,bannister,greenhouse,guillotine,sulphur-crested cockatoo 
n01531178\0.000154_suspension bridge _ suspension bridge_0.7188599.jpg,worm fence,worm fence,worm fence,birdhouse,worm fence,worm fence,worm fence,worm fence,worm fence,worm fence,banjo,worm fence,worm fence,worm fence,worm fence,suspension bridge,birdhouse,suspension bridge,worm fence,worm fence,barn,barn,worm fence,worm fence,worm fence,worm fence,birdhouse,suspension bridge 
n01531178\0.000158_broom _ broom_0.51670414.jpg,swing,guillotine,swing,swing,swing,guillotine,guillotine,swing,guillotine,swing,swing,guillotine,swing,swing,tripod,swing,guillotine,guillotine,guillotine,swing,water tower,chainlink fence,swing,swing,folding chair,swing,swing,broom 
n01531178\0.000169_baboon _ baboon_0.8697029.jpg,gorilla,Dutch oven,junco,chickadee,junco,dogsled,sea lion,gorilla,swing,Dutch oven,junco,apiary,apiary,Dutch oven,langur,langur,colobus,langur,gorilla,junco,swing,pirate,swing,swing,langur,freight car,swing,baboon 
n01531178\0.000176_skunk _ skunk_0.97370976.jpg,magpie,American black bear,skunk,skunk,skunk,skunk,skunk,skunk,skunk,skunk,vulture,skunk,skunk,skunk,American black bear,skunk,skunk,American black bear,skunk,skunk,magpie,American black bear,Appenzeller,skunk,American black bear,white stork,quail,skunk 
n01531178\0.000179_lighter _ nail_0.5843063.jpg,ringneck snake,nail,fountain pen,goldfinch,brambling,ringneck snake,ringneck snake,ringneck snake,ringneck snake,fiddler crab,goldfinch,reel,goldfinch,ringneck snake,hand-held computer,reel,revolver,revolver,fountain pen,chickadee,ringneck snake,rhinoceros beetle,ringneck snake,ringneck snake,ringneck snake,ringneck snake,can opener,lighter 
n01531178\0.000234_dragonfly _ dragonfly_0.96127623.jpg,leafhopper,ear,hip,goldfinch,goldfinch,garden spider,bee,hip,garden spider,dragonfly,hummingbird,dragonfly,bee,bee,dragonfly,garden spider,garden spider,goldfinch,damselfly,goldfinch,daisy,barn spider,fly,leafhopper,bee,dragonfly,hummingbird,dragonfly 
n01531178\0.000239_garbage truck _ garbage truck_0.9997845.jpg,moving van,garbage truck,moving van,garbage truck,tow truck,tow truck,minivan,garbage truck,garbage truck,moving van,moving van,garbage truck,trailer truck,minivan,moving van,tow truck,moving van,garbage truck,minivan,tow truck,moving van,moving van,moving van,moving van,garbage truck,moving van,trailer truck,garbage truck 
n01531178\0.000259_junco _ junco_0.9948037.jpg,howler monkey,junco,junco,junco,house finch,chickadee,brambling,chickadee,junco,junco,house finch,water ouzel,robin,magpie,magpie,ruffed grouse,magpie,junco,junco,junco,bald eagle,bald eagle,chain,junco,magpie,bald eagle,junco,junco 
n01531178\0.000288_golf cart _ golf cart_0.7313616.jpg,solar dish,golfcart,swing,indigo bunting,lawn mower,guillotine,swing,swing,swing,lawn mower,lawn mower,lawn mower,lawn mower,lawn mower,lawn mower,lawn mower,solar dish,solar dish,swing,swing,swing,folding chair,swing,bow,golfcart,solar dish,yurt,golf cart 
n01531178\0.000302_mongoose _ mongoose_0.634542.jpg,junco,ruddy turnstone,ruffed grouse,ruffed grouse,quail,leatherback turtle,brambling,dowitcher,junco,red-backed sandpiper,ruffed grouse,ruddy turnstone,red-backed sandpiper,dowitcher,wood rabbit,African hunting dog,coyote,coyote,African hunting dog,marmot,ruddy turnstone,leatherback turtle,ruddy turnstone,red-backed sandpiper,kit fox,wallaby,quail,mongoose 
n01531178\0.000303_clothes iron _ clothes iron_0.91222334.jpg,Dungeness crab,barbershop,waffle iron,waffle iron,waffle iron,potter's wheel,waffle iron,barbershop,iron,iron,waffle iron,waffle iron,potter's wheel,artichoke,plane,iron,barbershop,waffle iron,waffle iron,fountain pen,shoe shop,barbershop,barber chair,waffle iron,barbershop,vacuum,waffle iron,clothes iron 
n01531178\0.000324_chameleon _ chameleon_0.5721505.jpg,window screen,window screen,window screen,window screen,window screen,window screen,window screen,window screen,window screen,window screen,window screen,window screen,window screen,window screen,window screen,window screen,window screen,window screen,window screen,window screen,window screen,window screen,window screen,window screen,window screen,window screen,window screen,chameleon 
n01531178\0.000385_red fox _ white-headed capuchin_0.9320854.jpg,howler monkey,langur,capuchin,cougar,house finch,cougar,brambling,proboscis monkey,dhole,sloth bear,squirrel monkey,cougar,house finch,house finch,window screen,toucan,window screen,window screen,greenhouse,proboscis monkey,squirrel monkey,window screen,langur,squirrel monkey,window screen,window screen,capuchin,red fox 
n01531178\0.000399_balloon _ balloon_0.52604985.jpg,minivan,minivan,minivan,minivan,minivan,minivan,minivan,minivan,minivan,minivan,swing,minivan,minivan,minivan,minivan,minivan,minivan,minivan,minivan,minivan,minivan,minivan,minivan,minivan,minivan,minivan,tripod,balloon 
n01531178\0.000402_clothes iron _ clothes iron_0.2667329.jpg,car mirror,spotlight,car mirror,loupe,mousetrap,car mirror,loupe,car mirror,screw,car mirror,spotlight,car mirror,loupe,loupe,spotlight,car mirror,Petri dish,toilet seat,car mirror,chambered nautilus,car mirror,car mirror,toilet seat,buckle,spotlight,spotlight,car mirror,clothes iron 
n01531178\0.000409_suspension bridge _ suspension bridge_0.5387355.jpg,birdhouse,bell cote,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,vault,birdhouse,birdhouse,suspension bridge 
n01531178\0.000429_armadillo _ mosque_0.90701246.jpg,window screen,window screen,window screen,window screen,window screen,window screen,window screen,window screen,window screen,window screen,window screen,window screen,window screen,mushroom,window screen,window screen,window screen,window screen,window screen,window screen,window screen,window screen,dome,planetarium,window screen,fountain,umbrella,armadillo 
n01531178\0.000468_junco _ junco_0.9979982.jpg,chickadee,junco,junco,brambling,brambling,chickadee,junco,brambling,junco,junco,brambling,white stork,chickadee,junco,bald eagle,bald eagle,magpie,magpie,magpie,brambling,white stork,colobus,pirate,magpie,radio telescope,magpie,chickadee,junco 
n01531178\0.000516_barn _ barn_0.66103417.jpg,worm fence,worm fence,worm fence,worm fence,house finch,worm fence,worm fence,worm fence,worm fence,rain barrel,worm fence,worm fence,worm fence,worm fence,worm fence,worm fence,worm fence,worm fence,rain barrel,rain barrel,worm fence,worm fence,rain barrel,rain barrel,thatch,birdhouse,worm fence,barn 
n01531178\0.000517_wheelbarrow _ wheelbarrow_0.89246833.jpg,barrow,barrow,birdhouse,hummingbird,canoe,barrow,barrow,mailbox,gas pump,barrow,barrow,barrow,scale,barrow,barrow,pelican,birdhouse,gas pump,barrow,mailbox,barrow,boathouse,broom,barrow,pelican,ox,barrow,wheelbarrow 
n01531178\0.000522_junco _ junco_0.9991372.jpg,junco,junco,brambling,brambling,brambling,junco,brambling,brambling,junco,junco,brambling,junco,brambling,brambling,junco,brambling,junco,junco,junco,junco,brambling,red-backed sandpiper,red-backed sandpiper,junco,red-backed sandpiper,red-backed sandpiper,brambling,junco 
n01531178\0.000555_sea lion _ sea lion_0.45961636.jpg,valley,terrapin,plastic bag,goldfish,valley,valley,goldfish,gyromitra,valley,drake,valley,water ouzel,goldfish,valley,stingray,sea lion,snorkel,valley,bathing cap,bathing cap,hippopotamus,dhole,oxygen mask,valley,terrapin,terrapin,terrapin,sea lion 
n01531178\0.000559_stick insect _ centipede_0.32616335.jpg,dam,rain barrel,grasshopper,green lizard,green lizard,window shade,green lizard,rain barrel,green lizard,green lizard,green lizard,American chameleon,window shade,Madagascar cat,swab,broom,knot,radiator,green lizard,green lizard,rain barrel,cliff dwelling,gown,bannister,broom,swab,frilled lizard,stick insect 
n01531178\0.000575_German Shepherd Dog _ digital clock_0.18391216.jpg,window shade,window shade,window shade,window shade,window shade,window shade,carousel,window shade,window shade,window screen,window shade,window screen,picket fence,pirate,window screen,window screen,window screen,window screen,window shade,window screen,window screen,window screen,window shade,window shade,window screen,window shade,drilling platform,German Shepherd Dog 
n01531178\0.000593_hummingbird _ hummingbird_0.63510513.jpg,chime,birdhouse,hummingbird,hummingbird,hummingbird,birdhouse,electric fan,birdhouse,birdhouse,birdhouse,hummingbird,hummingbird,hummingbird,hummingbird,electric fan,electric fan,electric fan,electric fan,chime,hummingbird,scale,electric fan,electric fan,hummingbird,electric fan,electric fan,birdhouse,hummingbird 
n01531178\0.000610_spider web _ dragonfly_0.52035344.jpg,birdhouse,mushroom,birdhouse,indigo bunting,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,birdhouse,rain barrel,birdhouse,birdhouse,birdhouse,hatchet,indigo bunting,birdhouse,birdhouse,birdhouse,birdhouse,hatchet,hatchet,birdhouse,hatchet,fountain,birdhouse,spider web 
n01531178\0.000622_syringe _ syringe_0.8705627.jpg,lemon,pick,spindle,torch,torch,spindle,spotlight,chime,traffic light,syringe,safety pin,scabbard,hook,axolotl,pick,loupe,wing,loupe,shield,shield,bib,analog clock,solar dish,radio telescope,wok,pick,spindle,syringe 
n01531178\0.000626_jeep _ jeep_0.7040078.jpg,solar dish,solar dish,solar dish,solar dish,solar dish,solar dish,solar dish,car mirror,coil,solar dish,solar dish,solar dish,solar dish,park bench,solar dish,spotlight,solar dish,solar dish,grille,solar dish,solar dish,solar dish,plastic bag,spotlight,spotlight,park bench,solar dish,jeep 
n01531178\0.000637_sundial _ sundial_0.85036135.jpg,sundial,goose,brambling,goldfinch,indigo bunting,sundial,hoopskirt,muzzle,sundial,tricycle,quail,tricycle,shield,hoopskirt,sundial,sundial,jinrikisha,sundial,sundial,military uniform,stretcher,jinrikisha,airship,sundial,tricycle,tricycle,park bench,sundial 
n01531178\0.000661_marmot _ marmot_0.5617064.jpg,sea lion,valley,water ouzel,water ouzel,marmot,valley,sea lion,valley,sea lion,valley,sea lion,valley,valley,valley,marmot,sea lion,common iguana,sea lion,rock crab,valley,valley,valley,sea lion,valley,valley,hen-of-the-woods,water ouzel,marmot 
n01531178\0.000665_hummingbird _ hummingbird_0.9976804.jpg,hummingbird,bulbul,hummingbird,hummingbird,brambling,brambling,hummingbird,brambling,brambling,hummingbird,hummingbird,hummingbird,hummingbird,hummingbird,house finch,bulbul,brambling,brambling,hummingbird,brambling,hummingbird,hummingbird,kite,hummingbird,brambling,hummingbird,hummingbird,hummingbird 
n01531178\0.000676_green iguana _ green iguana_0.946888.jpg,quail,frilled lizard,junco,junco,frilled lizard,quail,whiptail,whiptail,whiptail,frilled lizard,indigo bunting,agama,whiptail,common iguana,quail,quail,ruffed grouse,quail,quail,quail,Komodo dragon,quail,common iguana,partridge,quail,quail,jay,green iguana 
n01531178\0.000690_sundial _ golf cart_0.37056988.jpg,sundial,sundial,sundial,pedestal,pedestal,sundial,pedestal,toilet seat,sundial,toilet seat,sundial,sundial,toilet seat,toilet seat,sundial,sundial,sundial,sundial,ice lolly,sundial,croquet ball,caldron,bathtub,sundial,canoe,zucchini,plunger,sundial 
n01531178\0.000716_American bullfrog _ American bullfrog_0.99236506.jpg,bullfrog,bullfrog,bullfrog,bullfrog,bullfrog,bullfrog,bullfrog,bullfrog,bullfrog,bullfrog,bullfrog,water ouzel,bullfrog,bullfrog,African crocodile,bullfrog,African crocodile,water ouzel,water ouzel,water snake,water ouzel,water ouzel,water ouzel,bullfrog,African crocodile,African crocodile,bullfrog,American bullfrog 
n01531178\0.000734_wheelbarrow _ tricycle_0.5446557.jpg,picket fence,picket fence,pole,picket fence,picket fence,picket fence,birdhouse,picket fence,mobile home,picket fence,pole,pole,greenhouse,picket fence,guillotine,missile,birdhouse,greenhouse,picket fence,picket fence,birdhouse,guillotine,aircraft carrier,birdhouse,guillotine,guillotine,birdhouse,wheelbarrow 
n01531178\0.000752_canoe _ canoe_0.8549081.jpg,canoe,canoe,canoe,canoe,indigo bunting,canoe,canoe,paddle,swing,canoe,swing,canoe,canoe,canoe,barrow,pot,barrow,barrow,barrow,barrow,American black bear,barrow,paddle,beaver,pot,canoe,swing,canoe 
n01531178\0.000765_fox squirrel _ ant_0.9486805.jpg,great grey owl,langur,jay,fox squirrel,fox squirrel,chainlink fence,honeycomb,stone wall,chainlink fence,sulphur-crested cockatoo,quail,quail,necklace,ant,indri,Madagascar cat,langur,Madagascar cat,jay,goldfinch,jay,great grey owl,Madagascar cat,cliff,Madagascar cat,chainlink fence,padlock,fox squirrel 
n01531178\0.000795_fountain _ fountain_0.826496.jpg,chime,chime,chime,chime,indigo bunting,chime,chime,chime,chime,chime,chime,chime,chime,chime,hourglass,chime,chime,chime,chime,chime,chime,perfume,chime,chime,snail,chime,chime,fountain 
n01531178\0.000871_sundial _ sundial_0.76950157.jpg,sundial,pot,washbasin,sundial,sundial,sundial,pedestal,pot,toilet seat,sundial,washbasin,washbasin,scale,washbasin,toilet seat,toilet seat,toilet seat,toilet seat,pedestal,pedestal,toilet seat,bolete,toilet seat,sundial,caldron,sundial,toilet seat,sundial 
n01531178\0.000876_chain _ tricycle_0.842419.jpg,cannon,cannon,cannon,park bench,park bench,jinrikisha,cannon,horse cart,cannon,park bench,park bench,cannon,park bench,park bench,moped,park bench,park bench,park bench,park bench,park bench,horse cart,park bench,lumbermill,cannon,park bench,park bench,tricycle,chain 
n01531178\0.000903_candle _ candle_0.5452473.jpg,hummingbird,candle,hummingbird,hummingbird,hummingbird,hummingbird,torch,hummingbird,hummingbird,hummingbird,hummingbird,torch,hummingbird,hummingbird,hummingbird,hummingbird,hummingbird,hummingbird,torch,hummingbird,hummingbird,swing,torch,torch,torch,hummingbird,swing,candle 
n01531178\0.000927_junco _ junco_0.9956185.jpg,junco,junco,brambling,brambling,brambling,brambling,brambling,brambling,brambling,brambling,brambling,junco,brambling,brambling,brambling,brambling,brambling,junco,brambling,brambling,magpie,magpie,house finch,house finch,ruffed grouse,coucal,junco,junco 
