Item,Answer resnet50,Answer densenet121,Answer efficientnet_b0,Answer vgg16,Answer mobilenet_v3_large,Answer alexnet,True Label
n01514859\sketch_20.JPEG,8,8,8,8,8,572,n01514859
n01514859\sketch_21.JPEG,8,8,86,82,8,81,n01514859
n01514859\sketch_22.JPEG,396,600,572,111,917,535,n01514859
n01514859\sketch_23.JPEG,8,8,8,83,8,83,n01514859
n01514859\sketch_24.JPEG,549,549,549,549,610,488,n01514859
n01514859\sketch_25.JPEG,600,643,111,684,600,600,n01514859
n01514859\sketch_26.JPEG,549,626,446,549,549,626,n01514859
n01514859\sketch_27.JPEG,846,82,488,111,490,488,n01514859
n01514859\sketch_28.JPEG,618,725,111,584,823,488,n01514859
n01514859\sketch_29.JPEG,8,86,8,80,8,20,n01514859
n01514859\sketch_3.JPEG,8,8,8,840,8,968,n01514859
n01514859\sketch_30.JPEG,549,549,549,549,549,679,n01514859
n01514859\sketch_31.JPEG,7,7,8,8,7,616,n01514859
n01514859\sketch_32.JPEG,549,549,600,111,549,679,n01514859
n01514859\sketch_33.JPEG,8,8,8,8,8,83,n01514859
n01514859\sketch_34.JPEG,8,8,8,749,8,488,n01514859
n01514859\sketch_35.JPEG,549,549,549,549,549,446,n01514859
n01514859\sketch_36.JPEG,83,363,452,340,360,340,n01514859
n01514859\sketch_37.JPEG,117,916,572,111,8,572,n01514859
n01514859\sketch_38.JPEG,549,549,549,549,549,549,n01514859
n01514859\sketch_39.JPEG,111,600,600,600,481,600,n01514859
n01514859\sketch_4.JPEG,549,728,549,549,111,679,n01514859
n01514859\sketch_40.JPEG,549,729,610,549,610,679,n01514859
n01514859\sketch_41.JPEG,8,51,8,80,8,83,n01514859
n01514859\sketch_42.JPEG,7,7,8,160,7,725,n01514859
n01514859\sketch_43.JPEG,787,80,8,82,71,835,n01514859
n01514859\sketch_44.JPEG,85,8,8,80,8,755,n01514859
n01514859\sketch_45.JPEG,549,916,916,111,549,679,n01514859
n01514859\sketch_46.JPEG,549,729,729,111,714,714,n01514859
n01514859\sketch_47.JPEG,81,591,765,549,251,488,n01514859
n01514859\sketch_48.JPEG,549,916,549,549,549,584,n01514859
n01514859\sketch_49.JPEG,549,611,488,111,679,679,n01514859
n01514859\sketch_5.JPEG,8,8,8,83,8,83,n01514859
n01514859\sketch_50.JPEG,8,7,8,83,8,505,n01514859
n01514859\sketch_6.JPEG,549,916,700,549,883,907,n01514859
n01514859\sketch_7.JPEG,8,8,8,83,8,679,n01514859
n01514859\sketch_8.JPEG,549,549,549,111,549,679,n01514859
n01514859\sketch_9.JPEG,549,549,549,600,549,512,n01514859
n01518878\sketch_0.JPEG,9,9,9,9,144,9,n01518878
n01518878\sketch_1.JPEG,9,9,9,9,9,9,n01518878
n01518878\sketch_10.JPEG,21,9,9,9,9,9,n01518878
n01518878\sketch_11.JPEG,131,600,134,134,456,818,n01518878
n01518878\sketch_12.JPEG,134,916,600,600,134,512,n01518878
n01518878\sketch_13.JPEG,749,135,135,916,135,135,n01518878
n01518878\sketch_14.JPEG,111,111,111,111,111,618,n01518878
n01518878\sketch_15.JPEG,9,9,9,9,9,9,n01518878
n01518878\sketch_16.JPEG,111,916,600,600,600,600,n01518878
n01518878\sketch_17.JPEG,917,512,456,456,456,512,n01518878
n01518878\sketch_18.JPEG,9,9,9,9,9,9,n01518878
n01518878\sketch_19.JPEG,9,9,9,9,9,9,n01518878
n01518878\sketch_2.JPEG,879,135,138,701,135,80,n01518878
n01518878\sketch_20.JPEG,135,135,23,9,9,135,n01518878
n01518878\sketch_21.JPEG,138,138,572,883,138,616,n01518878
n01518878\sketch_22.JPEG,549,916,772,600,600,600,n01518878
n01518878\sketch_23.JPEG,131,600,600,600,135,512,n01518878
n01518878\sketch_24.JPEG,9,9,9,138,9,846,n01518878
n01518878\sketch_25.JPEG,135,135,135,135,131,135,n01518878
n01518878\sketch_26.JPEG,134,134,134,749,135,135,n01518878
n01518878\sketch_27.JPEG,340,9,9,134,7,340,n01518878
n01518878\sketch_28.JPEG,131,131,134,131,134,131,n01518878
n01518878\sketch_29.JPEG,549,111,600,600,111,488,n01518878
n01518878\sketch_3.JPEG,9,9,9,9,9,9,n01518878
n01518878\sketch_30.JPEG,135,138,572,708,144,93,n01518878
n01518878\sketch_31.JPEG,82,134,144,600,134,828,n01518878
n01518878\sketch_32.JPEG,340,749,462,643,409,749,n01518878
n01518878\sketch_33.JPEG,549,600,600,111,549,512,n01518878
n01518878\sketch_34.JPEG,111,134,132,111,132,828,n01518878
n01518878\sketch_35.JPEG,58,134,600,600,512,135,n01518878
n01518878\sketch_36.JPEG,131,111,111,600,111,600,n01518878
n01518878\sketch_37.JPEG,135,572,618,600,600,828,n01518878
n01518878\sketch_38.JPEG,9,9,9,144,9,9,n01518878
n01518878\sketch_39.JPEG,481,135,138,600,135,512,n01518878
n01518878\sketch_4.JPEG,549,111,111,111,111,600,n01518878
n01518878\sketch_40.JPEG,643,643,643,643,643,749,n01518878
n01518878\sketch_41.JPEG,9,9,9,9,643,850,n01518878
n01518878\sketch_42.JPEG,616,9,9,600,135,616,n01518878
n01518878\sketch_43.JPEG,111,111,600,512,111,512,n01518878
n01518878\sketch_44.JPEG,9,9,9,512,134,135,n01518878
n01518878\sketch_45.JPEG,549,600,600,600,650,600,n01518878
n01518878\sketch_46.JPEG,9,9,9,9,9,968,n01518878
n01518878\sketch_47.JPEG,135,135,135,111,135,135,n01518878
n01518878\sketch_48.JPEG,549,600,600,600,135,488,n01518878
n01518878\sketch_49.JPEG,9,9,9,9,144,9,n01518878
n01518878\sketch_5.JPEG,134,135,916,600,134,512,n01518878
n01518878\sketch_50.JPEG,9,9,9,9,9,9,n01518878
n01518878\sketch_6.JPEG,9,9,9,9,9,43,n01518878
n01518878\sketch_7.JPEG,135,135,135,71,135,303,n01518878
n01518878\sketch_8.JPEG,111,111,111,600,111,600,n01518878
n01518878\sketch_9.JPEG,566,9,9,556,765,488,n01518878
n01530575\sketch_0.JPEG,17,19,17,16,20,21,n01530575
n01530575\sketch_1.JPEG,73,73,77,73,75,535,n01530575
n01530575\sketch_10.JPEG,17,10,10,81,10,749,n01530575
n01530575\sketch_11.JPEG,721,917,917,725,917,445,n01530575
n01530575\sketch_12.JPEG,12,10,21,82,50,337,n01530575
n01530575\sketch_13.JPEG,10,10,10,749,10,18,n01530575
n01530575\sketch_14.JPEG,12,584,777,12,596,524,n01530575
n01530575\sketch_15.JPEG,549,677,142,80,124,512,n01530575
n01530575\sketch_16.JPEG,921,921,605,711,626,770,n01530575
n01530575\sketch_17.JPEG,623,21,135,623,596,679,n01530575
n01530575\sketch_18.JPEG,772,917,512,21,512,512,n01530575
n01530575\sketch_19.JPEG,549,755,618,755,142,549,n01530575
n01530575\sketch_2.JPEG,140,10,82,142,82,43,n01530575
n01530575\sketch_20.JPEG,10,12,10,10,12,81,n01530575
n01530575\sketch_21.JPEG,13,19,19,308,94,970,n01530575
n01530575\sketch_22.JPEG,619,405,85,563,91,41,n01530575
n01530575\sketch_23.JPEG,917,917,728,921,144,488,n01530575
n01530575\sketch_24.JPEG,10,10,21,921,921,795,n01530575
n01530575\sketch_25.JPEG,43,30,921,749,772,584,n01530575
n01530575\sketch_26.JPEG,532,43,725,584,34,584,n01530575
n01530575\sketch_27.JPEG,10,10,10,81,10,512,n01530575
n01530575\sketch_28.JPEG,916,921,916,446,916,512,n01530575
n01530575\sketch_29.JPEG,13,10,10,10,12,855,n01530575
n01530575\sketch_3.JPEG,855,696,568,21,524,568,n01530575
n01530575\sketch_30.JPEG,584,875,772,584,917,584,n01530575
n01530575\sketch_31.JPEG,696,19,19,19,19,772,n01530575
n01530575\sketch_32.JPEG,50,50,82,459,825,488,n01530575
n01530575\sketch_33.JPEG,589,677,422,828,650,828,n01530575
n01530575\sketch_34.JPEG,12,12,12,12,12,512,n01530575
n01530575\sketch_35.JPEG,82,10,24,82,13,24,n01530575
n01530575\sketch_36.JPEG,917,917,921,618,917,496,n01530575
n01530575\sketch_37.JPEG,16,82,85,80,82,43,n01530575
n01530575\sketch_38.JPEG,917,917,389,921,124,512,n01530575
n01530575\sketch_39.JPEG,618,765,765,623,12,572,n01530575
n01530575\sketch_4.JPEG,34,82,50,584,562,24,n01530575
n01530575\sketch_40.JPEG,566,837,610,794,610,537,n01530575
n01530575\sketch_41.JPEG,316,921,787,111,921,835,n01530575
n01530575\sketch_42.JPEG,111,316,71,921,921,697,n01530575
n01530575\sketch_43.JPEG,51,80,82,80,80,364,n01530575
n01530575\sketch_44.JPEG,10,10,10,10,10,719,n01530575
n01530575\sketch_45.JPEG,34,389,616,936,34,584,n01530575
n01530575\sketch_46.JPEG,549,921,549,107,921,835,n01530575
n01530575\sketch_47.JPEG,549,473,767,563,749,409,n01530575
n01530575\sketch_48.JPEG,12,12,12,12,12,16,n01530575
n01530575\sketch_49.JPEG,12,19,12,19,20,19,n01530575
n01530575\sketch_5.JPEG,549,772,549,584,549,549,n01530575
n01530575\sketch_50.JPEG,73,73,73,73,75,535,n01530575
n01530575\sketch_6.JPEG,600,584,451,623,921,921,n01530575
n01530575\sketch_7.JPEG,85,80,85,80,80,80,n01530575
n01530575\sketch_8.JPEG,12,82,85,459,34,584,n01530575
n01530575\sketch_9.JPEG,17,10,16,103,17,749,n01530575
n01531178\sketch_0.JPEG,11,19,17,19,17,127,n01531178
n01531178\sketch_1.JPEG,549,917,772,921,917,584,n01531178
n01531178\sketch_10.JPEG,19,10,17,19,81,711,n01531178
n01531178\sketch_11.JPEG,81,81,19,19,81,728,n01531178
n01531178\sketch_12.JPEG,749,111,623,749,91,512,n01531178
n01531178\sketch_13.JPEG,749,19,19,19,18,81,n01531178
n01531178\sketch_14.JPEG,80,19,19,21,19,19,n01531178
n01531178\sketch_15.JPEG,117,917,883,308,921,535,n01531178
n01531178\sketch_16.JPEG,749,10,85,81,18,81,n01531178
n01531178\sketch_17.JPEG,618,559,82,18,10,451,n01531178
n01531178\sketch_18.JPEG,772,875,488,917,512,512,n01531178
n01531178\sketch_19.JPEG,133,314,808,314,144,124,n01531178
n01531178\sketch_2.JPEG,80,19,84,256,18,568,n01531178
n01531178\sketch_20.JPEG,127,18,127,127,135,138,n01531178
n01531178\sketch_21.JPEG,549,549,917,549,549,512,n01531178
n01531178\sketch_22.JPEG,17,21,86,21,12,749,n01531178
n01531178\sketch_23.JPEG,749,10,11,13,13,21,n01531178
n01531178\sketch_24.JPEG,18,85,82,85,85,563,n01531178
n01531178\sketch_25.JPEG,12,10,12,10,12,616,n01531178
n01531178\sketch_26.JPEG,21,91,82,749,921,13,n01531178
n01531178\sketch_27.JPEG,18,21,18,17,18,16,n01531178
n01531178\sketch_28.JPEG,549,549,549,549,111,111,n01531178
n01531178\sketch_29.JPEG,17,82,82,19,18,584,n01531178
n01531178\sketch_3.JPEG,21,12,12,749,12,749,n01531178
n01531178\sketch_30.JPEG,91,21,85,12,20,21,n01531178
n01531178\sketch_31.JPEG,549,917,772,917,124,488,n01531178
n01531178\sketch_32.JPEG,549,917,772,917,917,488,n01531178
n01531178\sketch_33.JPEG,17,10,10,18,16,512,n01531178
n01531178\sketch_34.JPEG,17,10,86,749,17,21,n01531178
n01531178\sketch_35.JPEG,17,19,82,85,85,512,n01531178
n01531178\sketch_36.JPEG,17,361,88,85,164,518,n01531178
n01531178\sketch_37.JPEG,549,917,772,917,917,488,n01531178
n01531178\sketch_38.JPEG,749,21,98,21,94,749,n01531178
n01531178\sketch_39.JPEG,21,10,17,81,13,81,n01531178
n01531178\sketch_4.JPEG,549,902,600,600,917,772,n01531178
n01531178\sketch_40.JPEG,883,868,12,85,883,535,n01531178
n01531178\sketch_41.JPEG,17,359,10,299,17,299,n01531178
n01531178\sketch_42.JPEG,17,16,17,17,18,21,n01531178
n01531178\sketch_43.JPEG,310,314,23,81,921,512,n01531178
n01531178\sketch_44.JPEG,43,20,43,452,20,828,n01531178
n01531178\sketch_45.JPEG,763,512,623,85,93,512,n01531178
n01531178\sketch_46.JPEG,17,10,17,19,17,512,n01531178
n01531178\sketch_47.JPEG,549,917,772,921,917,584,n01531178
n01531178\sketch_48.JPEG,18,389,80,749,18,566,n01531178
n01531178\sketch_49.JPEG,12,12,21,921,12,749,n01531178
n01531178\sketch_5.JPEG,917,85,10,21,10,535,n01531178
n01531178\sketch_50.JPEG,549,966,600,107,917,535,n01531178
n01531178\sketch_6.JPEG,916,902,85,80,85,18,n01531178
n01531178\sketch_7.JPEG,13,16,82,94,85,16,n01531178
n01531178\sketch_8.JPEG,17,10,776,17,10,584,n01531178
n01531178\sketch_9.JPEG,10,10,11,10,20,16,n01531178
n01532829\sketch_0.JPEG,549,917,549,549,711,711,n01532829
n01532829\sketch_1.JPEG,24,21,82,80,15,649,n01532829
n01532829\sketch_10.JPEG,82,85,133,82,82,51,n01532829
n01532829\sketch_11.JPEG,13,12,13,13,13,103,n01532829
n01532829\sketch_12.JPEG,85,85,82,85,83,24,n01532829
n01532829\sketch_13.JPEG,12,12,12,12,12,749,n01532829
n01532829\sketch_14.JPEG,83,82,82,85,20,679,n01532829
n01532829\sketch_15.JPEG,21,12,12,749,840,749,n01532829
n01532829\sketch_16.JPEG,12,12,12,13,12,12,n01532829
n01532829\sketch_17.JPEG,618,746,251,584,566,584,n01532829
n01532829\sketch_18.JPEG,85,82,82,24,20,93,n01532829
n01532829\sketch_19.JPEG,549,797,85,549,549,728,n01532829
n01532829\sketch_2.JPEG,13,13,13,20,20,13,n01532829
n01532829\sketch_20.JPEG,752,623,82,584,12,85,n01532829
n01532829\sketch_21.JPEG,16,91,91,18,93,13,n01532829
n01532829\sketch_22.JPEG,12,12,12,140,13,24,n01532829
n01532829\sketch_23.JPEG,12,12,12,82,81,81,n01532829
n01532829\sketch_24.JPEG,623,103,749,36,94,512,n01532829
n01532829\sketch_25.JPEG,21,21,12,21,91,749,n01532829
n01532829\sketch_26.JPEG,549,623,111,749,549,549,n01532829
n01532829\sketch_27.JPEG,12,12,12,12,13,12,n01532829
n01532829\sketch_28.JPEG,473,512,772,677,473,512,n01532829
n01532829\sketch_29.JPEG,12,12,12,12,12,24,n01532829
n01532829\sketch_3.JPEG,752,623,584,456,85,512,n01532829
n01532829\sketch_30.JPEG,319,111,85,308,81,512,n01532829
n01532829\sketch_31.JPEG,316,85,85,85,813,85,n01532829
n01532829\sketch_32.JPEG,749,512,21,749,749,828,n01532829
n01532829\sketch_33.JPEG,12,12,12,21,749,749,n01532829
n01532829\sketch_34.JPEG,618,111,111,749,921,968,n01532829
n01532829\sketch_35.JPEG,12,10,21,82,50,337,n01532829
n01532829\sketch_36.JPEG,13,12,12,87,13,24,n01532829
n01532829\sketch_37.JPEG,12,82,85,82,85,24,n01532829
n01532829\sketch_38.JPEG,85,85,10,308,81,81,n01532829
n01532829\sketch_39.JPEG,13,19,13,13,13,13,n01532829
n01532829\sketch_4.JPEG,21,21,24,749,23,93,n01532829
n01532829\sketch_40.JPEG,12,12,12,749,13,13,n01532829
n01532829\sketch_41.JPEG,316,316,921,308,12,488,n01532829
n01532829\sketch_42.JPEG,87,16,82,82,16,16,n01532829
n01532829\sketch_43.JPEG,12,12,85,10,85,749,n01532829
n01532829\sketch_44.JPEG,13,12,13,20,13,81,n01532829
n01532829\sketch_45.JPEG,12,12,12,12,13,828,n01532829
n01532829\sketch_46.JPEG,12,12,12,19,12,749,n01532829
n01532829\sketch_47.JPEG,140,81,20,85,81,512,n01532829
n01532829\sketch_48.JPEG,85,12,12,85,20,85,n01532829
n01532829\sketch_49.JPEG,549,917,549,921,917,711,n01532829
n01532829\sketch_5.JPEG,12,12,12,12,12,82,n01532829
n01532829\sketch_50.JPEG,24,12,82,81,23,24,n01532829
n01532829\sketch_6.JPEG,85,12,20,623,20,623,n01532829
n01532829\sketch_7.JPEG,566,696,584,749,623,21,n01532829
n01532829\sketch_8.JPEG,85,83,85,679,83,584,n01532829
n01532829\sketch_9.JPEG,549,917,82,512,623,584,n01532829
n01534433\sketch_0.JPEG,916,916,140,172,103,921,n01534433
n01534433\sketch_1.JPEG,82,767,618,749,749,512,n01534433
n01534433\sketch_10.JPEG,749,21,749,749,91,749,n01534433
n01534433\sketch_11.JPEG,13,13,12,13,13,82,n01534433
n01534433\sketch_12.JPEG,13,13,13,13,13,13,n01534433
n01534433\sketch_13.JPEG,18,18,10,18,82,80,n01534433
n01534433\sketch_14.JPEG,19,91,19,13,13,20,n01534433
n01534433\sketch_15.JPEG,461,145,797,636,461,414,n01534433
n01534433\sketch_16.JPEG,10,82,82,584,94,24,n01534433
n01534433\sketch_17.JPEG,13,13,94,24,19,749,n01534433
n01534433\sketch_18.JPEG,549,81,85,85,921,13,n01534433
n01534433\sketch_19.JPEG,13,13,21,13,13,749,n01534433
n01534433\sketch_2.JPEG,13,13,13,13,18,21,n01534433
n01534433\sketch_20.JPEG,16,16,13,16,13,16,n01534433
n01534433\sketch_21.JPEG,13,13,13,12,13,81,n01534433
n01534433\sketch_22.JPEG,13,749,13,749,921,749,n01534433
n01534433\sketch_23.JPEG,13,13,13,13,13,20,n01534433
n01534433\sketch_24.JPEG,12,13,13,13,13,749,n01534433
n01534433\sketch_25.JPEG,85,81,82,20,82,82,n01534433
n01534433\sketch_26.JPEG,618,618,828,749,828,828,n01534433
n01534433\sketch_27.JPEG,20,20,20,364,10,968,n01534433
n01534433\sketch_28.JPEG,549,10,921,728,835,512,n01534433
n01534433\sketch_29.JPEG,549,623,600,85,596,517,n01534433
n01534433\sketch_3.JPEG,13,13,13,13,13,13,n01534433
n01534433\sketch_30.JPEG,13,13,20,13,78,13,n01534433
n01534433\sketch_31.JPEG,21,12,21,13,13,21,n01534433
n01534433\sketch_32.JPEG,749,512,772,749,623,512,n01534433
n01534433\sketch_33.JPEG,20,13,24,24,13,24,n01534433
n01534433\sketch_34.JPEG,13,13,13,13,13,308,n01534433
n01534433\sketch_35.JPEG,13,13,13,13,13,13,n01534433
n01534433\sketch_36.JPEG,749,10,85,749,921,512,n01534433
n01534433\sketch_37.JPEG,13,749,749,749,921,749,n01534433
n01534433\sketch_38.JPEG,21,21,81,749,13,81,n01534433
n01534433\sketch_39.JPEG,12,13,13,13,19,356,n01534433
n01534433\sketch_4.JPEG,549,749,749,563,921,488,n01534433
n01534433\sketch_40.JPEG,680,618,111,749,512,512,n01534433
n01534433\sketch_41.JPEG,94,20,20,82,80,828,n01534433
n01534433\sketch_42.JPEG,117,641,641,51,512,512,n01534433
n01534433\sketch_43.JPEG,659,81,50,82,139,50,n01534433
n01534433\sketch_44.JPEG,13,13,13,13,13,13,n01534433
n01534433\sketch_45.JPEG,916,916,633,549,549,921,n01534433
n01534433\sketch_46.JPEG,618,512,618,749,549,584,n01534433
n01534433\sketch_47.JPEG,13,13,13,13,13,21,n01534433
n01534433\sketch_48.JPEG,13,13,13,13,13,13,n01534433
n01534433\sketch_49.JPEG,549,749,749,549,549,549,n01534433
n01534433\sketch_5.JPEG,13,13,13,13,13,356,n01534433
n01534433\sketch_50.JPEG,13,13,13,13,81,356,n01534433
n01534433\sketch_6.JPEG,21,499,700,700,549,855,n01534433
n01534433\sketch_7.JPEG,13,13,13,13,13,13,n01534433
n01534433\sketch_8.JPEG,133,133,91,82,20,21,n01534433
n01534433\sketch_9.JPEG,826,12,851,85,409,921,n01534433
n01537544\sketch_0.JPEG,85,12,85,85,12,584,n01537544
n01537544\sketch_1.JPEG,749,308,84,749,749,749,n01537544
n01537544\sketch_10.JPEG,683,683,795,319,432,512,n01537544
n01537544\sketch_11.JPEG,12,10,82,82,24,616,n01537544
n01537544\sketch_12.JPEG,10,12,82,21,23,512,n01537544
n01537544\sketch_13.JPEG,749,512,86,749,18,828,n01537544
n01537544\sketch_14.JPEG,18,18,18,18,18,749,n01537544
n01537544\sketch_15.JPEG,644,644,644,644,644,644,n01537544
n01537544\sketch_16.JPEG,38,47,677,24,677,43,n01537544
n01537544\sketch_17.JPEG,85,82,82,85,12,24,n01537544
n01537544\sketch_18.JPEG,749,85,85,749,81,20,n01537544
n01537544\sketch_19.JPEG,81,131,12,21,131,81,n01537544
n01537544\sketch_2.JPEG,12,12,12,319,12,16,n01537544
n01537544\sketch_20.JPEG,21,783,954,38,512,584,n01537544
n01537544\sketch_21.JPEG,71,15,80,317,23,584,n01537544
n01537544\sketch_22.JPEG,12,78,618,584,572,584,n01537544
n01537544\sketch_23.JPEG,32,124,82,24,124,584,n01537544
n01537544\sketch_24.JPEG,677,19,13,600,13,572,n01537544
n01537544\sketch_25.JPEG,563,316,111,316,728,584,n01537544
n01537544\sketch_26.JPEG,12,20,24,82,82,24,n01537544
n01537544\sketch_27.JPEG,13,12,12,13,81,81,n01537544
n01537544\sketch_28.JPEG,12,12,81,21,81,81,n01537544
n01537544\sketch_29.JPEG,749,711,749,111,749,691,n01537544
n01537544\sketch_3.JPEG,85,21,568,94,568,308,n01537544
n01537544\sketch_30.JPEG,862,18,86,80,643,518,n01537544
n01537544\sketch_31.JPEG,85,12,21,20,10,749,n01537544
n01537544\sketch_32.JPEG,549,549,549,549,549,584,n01537544
n01537544\sketch_33.JPEG,749,111,111,549,618,512,n01537544
n01537544\sketch_34.JPEG,12,12,85,85,91,584,n01537544
n01537544\sketch_35.JPEG,308,103,12,749,749,749,n01537544
n01537544\sketch_36.JPEG,13,82,12,319,19,16,n01537544
n01537544\sketch_37.JPEG,85,85,85,94,85,81,n01537544
n01537544\sketch_38.JPEG,549,902,623,111,600,772,n01537544
n01537544\sketch_39.JPEG,93,584,82,616,623,584,n01537544
n01537544\sketch_4.JPEG,549,902,623,111,549,772,n01537544
n01537544\sketch_40.JPEG,12,21,20,21,86,81,n01537544
n01537544\sketch_41.JPEG,549,828,600,600,600,828,n01537544
n01537544\sketch_42.JPEG,12,616,953,616,616,749,n01537544
n01537544\sketch_43.JPEG,85,85,85,85,19,19,n01537544
n01537544\sketch_44.JPEG,88,16,432,21,795,22,n01537544
n01537544\sketch_45.JPEG,12,12,82,82,24,616,n01537544
n01537544\sketch_46.JPEG,787,12,82,17,912,512,n01537544
n01537544\sketch_47.JPEG,749,512,86,308,15,828,n01537544
n01537544\sketch_48.JPEG,18,18,18,18,18,749,n01537544
n01537544\sketch_49.JPEG,644,644,644,644,644,644,n01537544
n01537544\sketch_5.JPEG,93,584,82,452,623,584,n01537544
n01537544\sketch_50.JPEG,43,710,677,24,596,43,n01537544
n01537544\sketch_6.JPEG,12,21,86,21,20,81,n01537544
n01537544\sketch_7.JPEG,549,828,85,600,600,772,n01537544
n01537544\sketch_8.JPEG,749,616,953,616,616,396,n01537544
n01537544\sketch_9.JPEG,85,85,85,85,19,19,n01537544
n01558993\sketch_0.JPEG,94,94,13,18,13,13,n01558993
n01558993\sketch_1.JPEG,749,81,12,749,81,828,n01558993
n01558993\sketch_10.JPEG,13,13,13,12,13,81,n01558993
n01558993\sketch_11.JPEG,549,111,772,600,600,772,n01558993
n01558993\sketch_12.JPEG,94,13,13,13,13,12,n01558993
n01558993\sketch_13.JPEG,749,81,12,749,81,772,n01558993
n01558993\sketch_14.JPEG,749,916,85,111,921,70,n01558993
n01558993\sketch_15.JPEG,21,85,12,749,24,488,n01558993
n01558993\sketch_16.JPEG,13,13,13,20,13,13,n01558993
n01558993\sketch_17.JPEG,549,828,107,549,971,488,n01558993
n01558993\sketch_18.JPEG,13,12,20,20,13,20,n01558993
n01558993\sketch_19.JPEG,13,13,12,12,16,81,n01558993
n01558993\sketch_2.JPEG,749,916,85,111,549,512,n01558993
n01558993\sketch_20.JPEG,917,917,917,917,917,714,n01558993
n01558993\sketch_21.JPEG,749,902,85,70,650,70,n01558993
n01558993\sketch_22.JPEG,13,13,13,13,13,21,n01558993
n01558993\sketch_23.JPEG,549,512,772,111,549,772,n01558993
n01558993\sketch_24.JPEG,462,337,772,462,674,968,n01558993
n01558993\sketch_25.JPEG,111,618,111,749,772,512,n01558993
n01558993\sketch_26.JPEG,549,916,549,111,549,772,n01558993
n01558993\sketch_27.JPEG,828,725,968,828,725,968,n01558993
n01558993\sketch_28.JPEG,749,337,749,749,749,749,n01558993
n01558993\sketch_29.JPEG,549,828,107,749,971,488,n01558993
n01558993\sketch_3.JPEG,24,85,12,749,24,488,n01558993
n01558993\sketch_30.JPEG,462,428,462,677,20,828,n01558993
n01558993\sketch_31.JPEG,921,677,111,749,111,968,n01558993
n01558993\sketch_32.JPEG,917,917,917,917,917,902,n01558993
n01558993\sketch_33.JPEG,79,600,772,111,549,772,n01558993
n01558993\sketch_34.JPEG,21,103,895,749,728,512,n01558993
n01558993\sketch_35.JPEG,549,111,111,111,823,772,n01558993
n01558993\sketch_36.JPEG,462,337,772,584,674,968,n01558993
n01558993\sketch_37.JPEG,111,618,111,749,591,772,n01558993
n01558993\sketch_38.JPEG,549,916,549,600,549,772,n01558993
n01558993\sketch_39.JPEG,828,725,968,679,772,968,n01558993
n01558993\sketch_4.JPEG,13,19,13,20,13,13,n01558993
n01558993\sketch_40.JPEG,103,749,643,749,643,749,n01558993
n01558993\sketch_41.JPEG,549,828,107,549,971,488,n01558993
n01558993\sketch_42.JPEG,462,428,462,677,677,828,n01558993
n01558993\sketch_43.JPEG,111,677,749,749,111,968,n01558993
n01558993\sketch_44.JPEG,917,917,917,917,917,902,n01558993
